,Released,Genre,Country,imdbRating
1667,2012,Documentary,Sweden,61.2
1668,2012,Documentary,UK,1514.3
1669,2012,Documentary,USA,561.790909091
1670,2012,Documentary,United Arab Emirates,1168.5
1671,2012,Drama,Argentina,102677.85
1672,2012,Drama,Belgium,2589.6
1673,2012,Drama,Brazil,103028.35
1674,2012,Drama,Canada,115325.75
1675,2012,Drama,Colombia,14407.2
1676,2012,Drama,Croatia,190.25
1677,2012,Drama,Czech Republic,32167.45
1678,2012,Drama,France,322237.55
1679,2012,Drama,Germany,540042.95
1680,2012,Drama,Hungary,283.8
1681,2012,Drama,India,352.6
1682,2012,Drama,Israel,316.0
1683,2012,Drama,Japan,2955.025
1684,2012,Drama,Netherlands,89.975
1685,2012,Drama,Pakistan,653.4
1686,2012,Drama,Philippines,38.4
1687,2012,Drama,South Korea,4805.2
1688,2012,Drama,Spain,75.6
1689,2012,Drama,Turkey,17971.2
1690,2012,Drama,UK,130006.75
1691,2012,Drama,USA,159297.007692
1692,2012,Family,Canada,18587.7
1693,2012,Family,Denmark,39.9
1694,2012,Family,France,135.7
1695,2012,Family,Germany,39.9
1696,2012,Family,Japan,140958.1
1697,2012,Family,Norway,39.9
1698,2012,Family,Sweden,39.9
1699,2012,Family,UK,18587.7
1700,2012,Family,USA,4227.41666667
1701,2012,Fantasy,Canada,3494.4
1702,2012,Fantasy,Japan,4882.8
1703,2012,Fantasy,Netherlands,49.8
1704,2012,Fantasy,Philippines,38.4
1705,2012,Fantasy,Turkey,959.4
1706,2012,Fantasy,UK,65.7
1707,2012,Fantasy,USA,1030375.1
1708,2012,Game-Show,Australia,72.9
1709,2012,Game-Show,Philippines,154.8
1710,2012,Game-Show,UK,13761.9
1711,2012,History,Canada,1168.5
1712,2012,History,France,1168.5
1713,2012,History,Japan,1135.2
1714,2012,History,Sweden,883.5
1715,2012,History,UK,1125.03333333
1716,2012,History,USA,395052.422222
1717,2012,History,United Arab Emirates,1168.5
1718,2012,Horror,Canada,3494.4
1719,2012,Horror,Germany,48.0
1720,2012,Horror,India,10229.65
1721,2012,Horror,Ireland,182.7
1722,2012,Horror,Italy,28.8
1723,2012,Horror,Japan,3144.15
1724,2012,Horror,Malta,28.8
1725,2012,Horror,Spain,1865.0
1726,2012,Horror,Turkey,959.4
1727,2012,Horror,UK,551114.5
1728,2012,Horror,USA,269434.714286
1729,2012,Music,Japan,327.2
1730,2012,Music,Philippines,154.8
1731,2012,Music,Poland,764.4
1732,2012,Music,Sweden,61.2
1733,2012,Music,UK,926.0
1734,2012,Music,USA,1181.41538462
1735,2012,Music,Ukraine,764.4
1736,2012,Musical,Canada,1273.15
1737,2012,Musical,France,131.2
1738,2012,Musical,Netherlands,38.4
1739,2012,Musical,Philippines,38.4
1740,2012,Musical,Turkey,60.2
1741,2012,Musical,UK,62.4
1742,2012,Musical,USA,2453.9
1743,2012,Mystery,Canada,7272.0
1744,2012,Mystery,France,1080044.9
1745,2012,Mystery,Germany,1080044.9
1746,2012,Mystery,Italy,1737.2
1747,2012,Mystery,Malta,28.8
1748,2012,Mystery,UK,1085501.45
1749,2012,Mystery,USA,365541.866667
1750,2012,News,Israel,56.7
1751,2012,News,Netherlands,70.2
1752,2012,Reality-TV,Germany,489.8
1753,2012,Reality-TV,Israel,878.4
1754,2012,Reality-TV,Netherlands,153.6
1755,2012,Reality-TV,Philippines,154.8
1756,2012,Reality-TV,Turkey,60.2
1757,2012,Reality-TV,USA,261.225
1758,2012,Romance,Argentina,102677.85
1759,2012,Romance,Brazil,205307.7
1760,2012,Romance,Canada,205307.7
1761,2012,Romance,France,205307.7
1762,2012,Romance,India,653.4
1763,2012,Romance,Japan,4069.2
1764,2012,Romance,Netherlands,8352.0
1765,2012,Romance,Pakistan,653.4
1766,2012,Romance,South Korea,4805.2
1767,2012,Romance,Thailand,78.4
1768,2012,Romance,UK,102980.55
1769,2012,Romance,USA,29557.4857143
1770,2012,Sci-Fi,Canada,7272.0
1771,2012,Sci-Fi,Italy,3445.6
1772,2012,Sci-Fi,UK,43.4
1773,2012,Sci-Fi,USA,4707220.8
1774,2012,Short,Armenia,114.4
1775,2012,Short,Canada,34.0
1776,2012,Short,Croatia,474.15
1777,2012,Short,Ireland,182.7
1778,2012,Short,Netherlands,76.3666666667
1779,2012,Short,Spain,60.3
1780,2012,Short,UK,130.0
1781,2012,Short,USA,742.0
1782,2012,Sport,Brazil,749.0
1783,2012,Sport,UK,106.4
1784,2012,Sport,USA,552.5
1785,2012,Talk-Show,USA,3642.2
1786,2012,Thriller,Argentina,48.0
1787,2012,Thriller,Australia,255.5
1788,2012,Thriller,Belgium,3666.6
1789,2012,Thriller,Czech Republic,62699.0
1790,2012,Thriller,Egypt,90.0
1791,2012,Thriller,Estonia,3666.6
1792,2012,Thriller,France,361298.766667
1793,2012,Thriller,Germany,1080044.9
1794,2012,Thriller,India,1621.35
1795,2012,Thriller,Italy,1753.25
1796,2012,Thriller,Japan,3144.15
1797,2012,Thriller,Netherlands,1354.5
1798,2012,Thriller,Pakistan,653.4
1799,2012,Thriller,Portugal,122.5
1800,2012,Thriller,Russia,1085.0
1801,2012,Thriller,Spain,1865.0
1802,2012,Thriller,Sweden,5231.8
1803,2012,Thriller,UK,136253.95
1804,2012,Thriller,USA,8528.78888889
1805,2013,Action,Algeria,83.2
1806,2013,Action,Australia,1119693.2
1807,2013,Action,Austria,1005.1
1808,2013,Action,Belgium,68598.0
1809,2013,Action,Brazil,553.0
1810,2013,Action,Bulgaria,63216.0
1811,2013,Action,Canada,451143.588889
1812,2013,Action,China,80.0
1813,2013,Action,Congo,695.8
1814,2013,Action,France,26962.8
1815,2013,Action,Germany,265354.425
1816,2013,Action,Hungary,40.0
1817,2013,Action,India,97269.3666667
1818,2013,Action,Indonesia,270.6
1819,2013,Action,Italy,83.2
1820,2013,Action,Japan,604840.75
1821,2013,Action,Pakistan,936.0
1822,2013,Action,Philippines,13412.0
1823,2013,Action,Poland,3195.8
1824,2013,Action,Russia,339533.6
1825,2013,Action,Singapore,63216.0
1826,2013,Action,South Korea,10678.0666667
1827,2013,Action,Sweden,28568.0
1828,2013,Action,Turkey,16560.0
1829,2013,Action,UK,910614.755556
1830,2013,Action,USA,693018.676786
1831,2013,Action,Ukraine,63216.0
1832,2013,Adult,USA,97.2
1833,2013,Adventure,Australia,1349405.13333
1834,2013,Adventure,Austria,542.55
1835,2013,Adventure,Bulgaria,32056.8
1836,2013,Adventure,Canada,988919.0
1837,2013,Adventure,Congo,695.8
1838,2013,Adventure,Finland,512.3
1839,2013,Adventure,France,32914.7
1840,2013,Adventure,Germany,1442.45
1841,2013,Adventure,Japan,2239294.1
1842,2013,Adventure,Kazakhstan,41.0
1843,2013,Adventure,Kenya,60.8
1844,2013,Adventure,Mexico,110.5
1845,2013,Adventure,Netherlands,51.8
1846,2013,Adventure,Russia,276.65
1847,2013,Adventure,Singapore,63216.0
1848,2013,Adventure,Somalia,60.8
1849,2013,Adventure,Spain,15366.4
1850,2013,Adventure,Sweden,1973.4
1851,2013,Adventure,UK,1183877.04545
1852,2013,Adventure,USA,1049690.49556
1853,2013,Adventure,Ukraine,31628.5
1854,2013,Animation,Australia,47044.4
1855,2013,Animation,Canada,25660.3
1856,2013,Animation,China,94.9
1857,2013,Animation,Denmark,109.8
1858,2013,Animation,Finland,2534.4
1859,2013,Animation,France,67.0
1860,2013,Animation,Israel,304.0
1861,2013,Animation,Japan,5329.5
1862,2013,Animation,Pakistan,936.0
1863,2013,Animation,Russia,48.0
1864,2013,Animation,UK,24328.6
1865,2013,Animation,USA,459103.395652
1866,2013,Biography,Australia,449910.75
1867,2013,Biography,Canada,2101.7
1868,2013,Biography,Denmark,9160.8
1869,2013,Biography,Finland,177.6
1870,2013,Biography,Germany,64.0
1871,2013,Biography,India,448.0
1872,2013,Biography,Italy,131.2
1873,2013,Biography,Japan,94.8
1874,2013,Biography,Turkey,311.4
1875,2013,Biography,UK,574292.1
1876,2013,Biography,USA,210039.359091
1877,2013,Comedy,Andorra,237.0
1878,2013,Comedy,Argentina,327.75
1879,2013,Comedy,Australia,666016.875
1880,2013,Comedy,Austria,80.0
1881,2013,Comedy,Belgium,64219.2
1882,2013,Comedy,Brazil,1054.1
1883,2013,Comedy,Bulgaria,897.6
1884,2013,Comedy,Cambodia,91.2
1885,2013,Comedy,Canada,245445.438462
1886,2013,Comedy,China,5073.6
1887,2013,Comedy,Croatia,4996.8
1888,2013,Comedy,Czech Republic,1683.0
1889,2013,Comedy,Denmark,62.3
1890,2013,Comedy,Ecuador,73.1
1891,2013,Comedy,Finland,1292.06666667
1892,2013,Comedy,France,93115.6333333
1893,2013,Comedy,Germany,9703.2
1894,2013,Comedy,Greece,75.2333333333
1895,2013,Comedy,Hong Kong,10067.2
1896,2013,Comedy,Hungary,4560.4
1897,2013,Comedy,India,4222.2
1898,2013,Comedy,Iran,307.1
1899,2013,Comedy,Ireland,3816.4
1900,2013,Comedy,Israel,30.0
1901,2013,Comedy,Japan,196379.8
1902,2013,Comedy,Mexico,226.85
1903,2013,Comedy,Netherlands,2034.8
1904,2013,Comedy,Norway,465.0
1905,2013,Comedy,Pakistan,500.8
1906,2013,Comedy,Portugal,508.95
1907,2013,Comedy,Russia,279.25
1908,2013,Comedy,Serbia,226.2
1909,2013,Comedy,Singapore,91.2
1910,2013,Comedy,South Africa,56.0
1911,2013,Comedy,South Korea,251.6
1912,2013,Comedy,Spain,3516.23333333
1913,2013,Comedy,Sweden,798.0
1914,2013,Comedy,Thailand,834.6
1915,2013,Comedy,Turkey,8296.3
1916,2013,Comedy,UK,291758.328571
1917,2013,Comedy,USA,186911.908621
1918,2013,Crime,Argentina,81.6
1919,2013,Crime,Belgium,68598.0
1920,2013,Crime,Brazil,207.0
1921,2013,Crime,Canada,4380.1
1922,2013,Crime,France,597582.471429
1923,2013,Crime,Germany,17239.4
1924,2013,Crime,Greece,3073.6
1925,2013,Crime,India,277424.0
1926,2013,Crime,Japan,1367157.0
1927,2013,Crime,Netherlands,60.5
1928,2013,Crime,New Zealand,43.0
1929,2013,Crime,Philippines,13412.0
1930,2013,Crime,Poland,3195.8
1931,2013,Crime,Russia,339533.6
1932,2013,Crime,Sweden,10884.4
1933,2013,Crime,UK,349233.733333
1934,2013,Crime,USA,351784.135897
1935,2013,Documentary,Andorra,237.0
1936,2013,Documentary,Australia,144.0
1937,2013,Documentary,Brazil,5064.6
1938,2013,Documentary,Bulgaria,897.6
1939,2013,Documentary,Canada,1708.5
1940,2013,Documentary,China,1514.5
1941,2013,Documentary,Congo,695.8
1942,2013,Documentary,Denmark,1514.5
1943,2013,Documentary,Finland,651.033333333
1944,2013,Documentary,France,3238.75
1945,2013,Documentary,Germany,1253.23333333
1946,2013,Documentary,Hungary,40.0
1947,2013,Documentary,Iceland,110.6
1948,2013,Documentary,India,448.0
1949,2013,Documentary,Iran,3599.7
1950,2013,Documentary,Italy,131.2
1951,2013,Documentary,Kenya,60.8
1952,2013,Documentary,Somalia,60.8
1953,2013,Documentary,Spain,237.0
1954,2013,Documentary,Sweden,115.7
1955,2013,Documentary,UK,1852.0
1956,2013,Documentary,USA,1124.32058824
1957,2013,Drama,Andorra,237.0
1958,2013,Drama,Argentina,257.55
1959,2013,Drama,Australia,672364.025
1960,2013,Drama,Austria,8423.05
1961,2013,Drama,Belgium,33239.8
1962,2013,Drama,Brazil,1456.74
1963,2013,Drama,Bulgaria,360.0
1964,2013,Drama,Cambodia,91.2
1965,2013,Drama,Canada,148834.358333
1966,2013,Drama,China,567.8
1967,2013,Drama,Croatia,4996.8
1968,2013,Drama,Cyprus,498.3
1969,2013,Drama,Denmark,2191.46
1970,2013,Drama,Ecuador,73.1
1971,2013,Drama,Finland,1159.36666667
1972,2013,Drama,France,35497.91875
1973,2013,Drama,Germany,11691.7266667
1974,2013,Drama,Greece,3073.6
1975,2013,Drama,Hungary,15841.0
1976,2013,Drama,Iceland,110.6
1977,2013,Drama,India,58606.22
1978,2013,Drama,Indonesia,69.6
1979,2013,Drama,Iran,89582.4666667
1980,2013,Drama,Ireland,1675.6
1981,2013,Drama,Israel,466.16
1982,2013,Drama,Italy,105992.333333
1983,2013,Drama,Japan,1070.82857143
1984,2013,Drama,Malaysia,151.8
1985,2013,Drama,Netherlands,70.75
1986,2013,Drama,Norway,42.0
1987,2013,Drama,Pakistan,3527.8
1988,2013,Drama,Philippines,13412.0
1989,2013,Drama,Poland,3969.76666667
1990,2013,Drama,Portugal,406.0
1991,2013,Drama,Romania,63.2
1992,2013,Drama,Russia,48.0
1993,2013,Drama,Singapore,121.5
1994,2013,Drama,South Korea,7423.76
1995,2013,Drama,Spain,156.733333333
1996,2013,Drama,Sweden,5679.775
1997,2013,Drama,Switzerland,24194.5
1998,2013,Drama,Taiwan,1587.2
1999,2013,Drama,Turkey,5327.98
2000,2013,Drama,UK,408516.487879
2001,2013,Drama,USA,144131.539735
2002,2013,Family,Australia,47044.4
2003,2013,Family,Brazil,176.8
2004,2013,Family,Canada,65.6
2005,2013,Family,Finland,1486.53333333
2006,2013,Family,France,1412.9
2007,2013,Family,Greece,82.5
2008,2013,Family,Iran,219.85
2009,2013,Family,Italy,108.8
2010,2013,Family,Japan,8156.76666667
2011,2013,Family,Netherlands,51.8
2012,2013,Family,Russia,512.3
2013,2013,Family,Slovakia,91.0
2014,2013,Family,Turkey,40.3
2015,2013,Family,UK,9819.08
2016,2013,Family,USA,78206.2608696
2017,2013,Fantasy,Argentina,582.4
2018,2013,Fantasy,Australia,92.3
2019,2013,Fantasy,Canada,3981041.0
2020,2013,Fantasy,Colombia,296.8
2021,2013,Fantasy,France,205.75
2022,2013,Fantasy,Germany,991774.6
2023,2013,Fantasy,Indonesia,270.6
2024,2013,Fantasy,Israel,75.6
2025,2013,Fantasy,Italy,92.3
2026,2013,Fantasy,Netherlands,60.5
2027,2013,Fantasy,Spain,15366.4
2028,2013,Fantasy,Turkey,12890.8666667
2029,2013,Fantasy,UK,944937.05
2030,2013,Fantasy,USA,539123.877778
2031,2013,Game-Show,Germany,80.9
2032,2013,Game-Show,New Zealand,140.4
2033,2013,Game-Show,Portugal,46.8
2034,2013,Game-Show,USA,10793.65
2035,2013,History,Bulgaria,63216.0
2036,2013,History,Canada,32782.8
2037,2013,History,France,31632.15
2038,2013,History,Germany,64.0
2039,2013,History,Iceland,110.6
2040,2013,History,Ireland,51.0
2041,2013,History,Japan,820.7
2042,2013,History,Singapore,63216.0
2043,2013,History,South Korea,55.0
2044,2013,History,Turkey,16560.0
2045,2013,History,UK,615162.45
2046,2013,History,USA,288565.961538
2047,2013,History,Ukraine,63216.0
2048,2013,Horror,Australia,1256.55
2049,2013,Horror,Canada,211143.742857
2050,2013,Horror,China,667.4
2051,2013,Horror,France,6514.2
2052,2013,Horror,Germany,991774.6
2053,2013,Horror,Hong Kong,1183.0
2054,2013,Horror,India,8693.4
2055,2013,Horror,Indonesia,170232.7
2056,2013,Horror,Japan,1162.24
2057,2013,Horror,Malaysia,151.8
2058,2013,Horror,New Zealand,1252.9
2059,2013,Horror,Russia,83.6
2060,2013,Horror,Singapore,151.8
2061,2013,Horror,Spain,874.0
2062,2013,Horror,Taiwan,1587.2
2063,2013,Horror,UK,2584.32
2064,2013,Horror,USA,182571.584615
2065,2013,Music,Canada,65.6
2066,2013,Music,Czech Republic,1683.0
2067,2013,Music,France,8556.0
2068,2013,Music,Germany,4944.05
2069,2013,Music,Italy,1332.1
2070,2013,Music,Japan,826.85
2071,2013,Music,New Zealand,140.4
2072,2013,Music,Turkey,8556.0
2073,2013,Music,UK,272.333333333
2074,2013,Music,USA,713.18
2075,2013,Musical,Brazil,176.8
2076,2013,Musical,Colombia,296.8
2077,2013,Musical,USA,3895.38
2078,2013,Mystery,Australia,697.55
2079,2013,Mystery,Brazil,102.2
2080,2013,Mystery,Bulgaria,124.5
2081,2013,Mystery,Canada,3455.925
2082,2013,Mystery,France,1240015.93333
2083,2013,Mystery,Germany,201.4
2084,2013,Mystery,India,1895.8
2085,2013,Mystery,Iran,268307.7
2086,2013,Mystery,Italy,134658.85
2087,2013,Mystery,Japan,2413.45
2088,2013,Mystery,Pakistan,7022.6
2089,2013,Mystery,Russia,81.6
2090,2013,Mystery,South Africa,42.0
2091,2013,Mystery,South Korea,4158.0
2092,2013,Mystery,UK,67107.25
2093,2013,Mystery,USA,354116.004545
2094,2013,News,France,2422.5
2095,2013,News,India,709.8
2096,2013,News,Italy,1309.0
2097,2013,News,Lithuania,1309.0
2098,2013,News,Morocco,3536.0
2099,2013,News,Serbia,226.2
2100,2013,News,South Africa,570.0
2101,2013,News,Spain,1309.0
2102,2013,News,UK,33.0
2103,2013,News,USA,302.675
2104,2013,Reality-TV,Canada,177.1
2105,2013,Reality-TV,Germany,56.1
2106,2013,Reality-TV,Hungary,40.0
2107,2013,Reality-TV,Israel,30.0
2108,2013,Reality-TV,Japan,275.4
2109,2013,Reality-TV,Netherlands,91.3
2110,2013,Reality-TV,New Zealand,140.4
2111,2013,Reality-TV,Portugal,46.8
2112,2013,Reality-TV,South Korea,117.0
2113,2013,Reality-TV,Sweden,62.0
2114,2013,Reality-TV,UK,133.56
2115,2013,Reality-TV,USA,4766.32727273
2116,2013,Romance,Argentina,582.4
2117,2013,Romance,Australia,905322.033333
2118,2013,Romance,Belgium,32163.2
2119,2013,Romance,Brazil,1364.43333333
2120,2013,Romance,Canada,327385.85
2121,2013,Romance,Cyprus,858.0
2122,2013,Romance,Denmark,117.3
2123,2013,Romance,France,34822.3875
2124,2013,Romance,Germany,11472.5
2125,2013,Romance,Greece,88.0
2126,2013,Romance,Hungary,4560.4
2127,2013,Romance,India,6533.86666667
2128,2013,Romance,Ireland,4332.6
2129,2013,Romance,Italy,24834.65
2130,2013,Romance,Japan,556.1
2131,2013,Romance,Mexico,343.2
2132,2013,Romance,Netherlands,2146.6
2133,2013,Romance,Portugal,280.8
2134,2013,Romance,Russia,60.3
2135,2013,Romance,South Korea,589.1
2136,2013,Romance,Spain,4332.6
2137,2013,Romance,Sweden,982.5
2138,2013,Romance,Switzerland,24221.25
2139,2013,Romance,Thailand,834.6
2140,2013,Romance,Turkey,1178.96666667
2141,2013,Romance,UK,28570.3375
2142,2013,Romance,USA,285995.756522
2143,2013,Sci-Fi,Australia,2239294.1
2144,2013,Sci-Fi,Canada,1648.56666667
2145,2013,Sci-Fi,Denmark,60.9
2146,2013,Sci-Fi,France,2613.4
2147,2013,Sci-Fi,Indonesia,270.6
2148,2013,Sci-Fi,Japan,754568.833333
2149,2013,Sci-Fi,Netherlands,110.5
2150,2013,Sci-Fi,Russia,339533.6
2151,2013,Sci-Fi,South Korea,4158.0
2152,2013,Sci-Fi,UK,1379250.18
2153,2013,Sci-Fi,USA,513956.9875
2154,2013,Short,Australia,856.9
2155,2013,Short,Austria,80.0
2156,2013,Short,Belgium,34.8
2157,2013,Short,Brazil,513.25
2158,2013,Short,Bulgaria,360.0
2159,2013,Short,Canada,1048.9375
2160,2013,Short,China,109.8
2161,2013,Short,Cyprus,138.6
2162,2013,Short,Denmark,113.55
2163,2013,Short,Egypt,234.9
2164,2013,Short,Finland,627.2
2165,2013,Short,France,118.675
2166,2013,Short,Germany,309.166666667
2167,2013,Short,Indonesia,69.6
2168,2013,Short,Iran,177.1
2169,2013,Short,Israel,120.55
2170,2013,Short,Japan,884.0
2171,2013,Short,Kenya,60.8
2172,2013,Short,Mexico,110.5
2173,2013,Short,Netherlands,81.0
2174,2013,Short,Russia,65.8
2175,2013,Short,Somalia,60.8
2176,2013,Short,South Korea,167.2
2177,2013,Short,Spain,85.1
2178,2013,Short,Switzerland,51.8
2179,2013,Short,UK,926.777777778
2180,2013,Short,USA,284.783333333
2181,2013,Short,United Arab Emirates,249.2
2182,2013,Sport,Australia,96.0
2183,2013,Sport,Brazil,3235.2
2184,2013,Sport,Canada,177.1
2185,2013,Sport,France,5419.95
2186,2013,Sport,Germany,3599.7
2187,2013,Sport,India,4168.3
2188,2013,Sport,Iran,3599.7
2189,2013,Sport,Spain,39.0
2190,2013,Sport,UK,1411.2
2191,2013,Sport,USA,879.893333333
2192,2013,Talk-Show,Australia,226.3
2193,2013,Talk-Show,Canada,129.2
2194,2013,Talk-Show,Colombia,43.8
2195,2013,Talk-Show,Germany,4144.0
2196,2013,Talk-Show,Greece,72.0
2197,2013,Talk-Show,Serbia,226.2
2198,2013,Talk-Show,UK,56.6
2199,2013,Talk-Show,USA,170.36
2200,2013,Thriller,Algeria,83.2
2201,2013,Thriller,Argentina,442.0
2202,2013,Thriller,Australia,81.9
2203,2013,Thriller,Canada,24289.4375
2204,2013,Thriller,China,800.1
2205,2013,Thriller,Colombia,313.2
2206,2013,Thriller,Finland,1887.6
2207,2013,Thriller,France,585995.942857
2208,2013,Thriller,Germany,477.033333333
2209,2013,Thriller,India,2947.0
2210,2013,Thriller,Indonesia,170232.7
2211,2013,Thriller,Israel,1848.6
2212,2013,Thriller,Italy,2685.75
2213,2013,Thriller,Japan,418.58
2214,2013,Thriller,Luxembourg,1255.6
2215,2013,Thriller,Malaysia,151.8
2216,2013,Thriller,Mexico,1296.0
2217,2013,Thriller,New Zealand,281.6
2218,2013,Thriller,Pakistan,7022.6
2219,2013,Thriller,Poland,7431.5
2220,2013,Thriller,Serbia,339.3
2221,2013,Thriller,Singapore,151.8
2222,2013,Thriller,South Africa,339.3
2223,2013,Thriller,South Korea,31812.0
2224,2013,Thriller,Spain,466.0
2225,2013,Thriller,Sweden,23377.65
2226,2013,Thriller,Taiwan,1587.2
2227,2013,Thriller,Thailand,1248.3
2228,2013,Thriller,UK,8953.8
2229,2013,Thriller,USA,217011.958824
2230,2013,War,Austria,15841.0
2231,2013,War,Denmark,60.3
2232,2013,War,France,8071.0
2233,2013,War,Germany,15841.0
2234,2013,War,Hungary,15841.0
2235,2013,War,Ireland,51.0
2236,2013,War,Kazakhstan,41.0
2237,2013,War,Russia,41.0
2238,2013,War,Sweden,16027.7
2239,2013,War,UK,6716.45
2240,2013,War,USA,245.633333333
2241,2013,War,Ukraine,41.0
2242,2013,Western,UK,269.5
2243,2013,Western,USA,1200524.0
2244,2014,Action,Australia,983748.3
2245,2014,Action,Austria,7098.3
2246,2014,Action,Belgium,1308.0
2247,2014,Action,Brazil,2167.2
2248,2014,Action,Bulgaria,798313.1
2249,2014,Action,Canada,1841024.8
2250,2014,Action,China,10356.9
2251,2014,Action,Denmark,1962144.6
2252,2014,Action,Finland,924.6
2253,2014,Action,France,539753.7125
2254,2014,Action,Germany,3272.4
2255,2014,Action,Hong Kong,10356.9
2256,2014,Action,Iceland,1107.2
2257,2014,Action,India,69931.3
2258,2014,Action,Ireland,4584.6
2259,2014,Action,Japan,239918.623077
2260,2014,Action,Mexico,18950.8
2261,2014,Action,Netherlands,1308.0
2262,2014,Action,Puerto Rico,48800.0
2263,2014,Action,Russia,624426.8
2264,2014,Action,Spain,803961.7
2265,2014,Action,Taiwan,1794.0
2266,2014,Action,UK,1344095.06154
2267,2014,Action,USA,866793.008333
2268,2014,Adult,USA,56.35
2269,2014,Adventure,Argentina,34.3
2270,2014,Adventure,Australia,1052136.3
2271,2014,Adventure,Belgium,138516.7
2272,2014,Adventure,Bulgaria,798313.1
2273,2014,Adventure,Canada,1694747.34
2274,2014,Adventure,Denmark,1096618.5
2275,2014,Adventure,France,180478.666667
2276,2014,Adventure,Germany,1335856.73333
2277,2014,Adventure,Hong Kong,553.8
2278,2014,Adventure,Ireland,231092.4
2279,2014,Adventure,Italy,542.4
2280,2014,Adventure,Japan,682417.433333
2281,2014,Adventure,Kenya,60.2
2282,2014,Adventure,Luxembourg,231092.4
2283,2014,Adventure,New Zealand,2687939.0
2284,2014,Adventure,Puerto Rico,48800.0
2285,2014,Adventure,South Africa,226498.9
2286,2014,Adventure,South Korea,116092.8
2287,2014,Adventure,Spain,402257.75
2288,2014,Adventure,Turkey,542.4
2289,2014,Adventure,UK,2126908.125
2290,2014,Adventure,USA,1170630.75778
2291,2014,Animation,Australia,1962144.6
2292,2014,Animation,Belgium,138516.7
2293,2014,Animation,Canada,58156.95
2294,2014,Animation,Denmark,1096618.5
2295,2014,Animation,France,138516.7
2296,2014,Animation,Hong Kong,553.8
2297,2014,Animation,Ireland,115878.3
2298,2014,Animation,Italy,135.6
2299,2014,Animation,Japan,22494.7
2300,2014,Animation,Luxembourg,231092.4
2301,2014,Animation,Netherlands,54.3
2302,2014,Animation,South Korea,116092.8
2303,2014,Animation,Spain,553.8
2304,2014,Animation,UK,664.2
2305,2014,Animation,USA,313852.077778
2306,2014,Biography,Australia,77341.6
2307,2014,Biography,Austria,46.2
2308,2014,Biography,Bangladesh,72.8
2309,2014,Biography,Belgium,73267.8
2310,2014,Biography,Brazil,623.7
2311,2014,Biography,Canada,22320.2333333
2312,2014,Biography,Croatia,1183.0
2313,2014,Biography,France,124149.866667
2314,2014,Biography,Germany,46.2
2315,2014,Biography,Greece,74.0
2316,2014,Biography,India,378.0
2317,2014,Biography,Indonesia,72.8
2318,2014,Biography,Italy,29002.0
2319,2014,Biography,Japan,180.0
2320,2014,Biography,Kuwait,72.8
2321,2014,Biography,Latvia,180.9
2322,2014,Biography,New Zealand,12555.2
2323,2014,Biography,Norway,72.8
2324,2014,Biography,Pakistan,72.8
2325,2014,Biography,Russia,180.9
2326,2014,Biography,Switzerland,36657.0
2327,2014,Biography,Turkey,72.8
2328,2014,Biography,UK,60001.12
2329,2014,Biography,USA,13926.85
2330,2014,Comedy,Argentina,2889.6
2331,2014,Comedy,Australia,203.966666667
2332,2014,Comedy,Austria,2804.93333333
2333,2014,Comedy,Azerbaijan,102.0
2334,2014,Comedy,Belgium,17364.4666667
2335,2014,Comedy,Brazil,191.15
2336,2014,Comedy,Canada,53135.5352941
2337,2014,Comedy,Chile,74.0
2338,2014,Comedy,China,168.0
2339,2014,Comedy,Colombia,32.2
2340,2014,Comedy,Croatia,1604.3
2341,2014,Comedy,Cyprus,3447.2
2342,2014,Comedy,Czech Republic,127.5
2343,2014,Comedy,Denmark,395.7
2344,2014,Comedy,France,57021.12
2345,2014,Comedy,Germany,905444.1
2346,2014,Comedy,Ghana,99.6
2347,2014,Comedy,Hungary,876.0
2348,2014,Comedy,India,20184.875
2349,2014,Comedy,Ireland,3306.2
2350,2014,Comedy,Israel,182.0
2351,2014,Comedy,Japan,20630.22
2352,2014,Comedy,Malaysia,3648.0
2353,2014,Comedy,Mexico,114.8
2354,2014,Comedy,Netherlands,946.0
2355,2014,Comedy,Norway,38.4
2356,2014,Comedy,Pakistan,67.2
2357,2014,Comedy,Peru,213.2
2358,2014,Comedy,Portugal,49.0
2359,2014,Comedy,Puerto Rico,48800.0
2360,2014,Comedy,Republic of Macedonia,1604.3
2361,2014,Comedy,Serbia,1604.3
2362,2014,Comedy,South Korea,20443.2666667
2363,2014,Comedy,Spain,981.9
2364,2014,Comedy,Sweden,73.5
2365,2014,Comedy,Taiwan,201.5
2366,2014,Comedy,Turkey,35.0
2367,2014,Comedy,UK,220087.588462
2368,2014,Comedy,USA,101517.734951
2369,2014,Crime,Argentina,34.3
2370,2014,Crime,Australia,3446.75
2371,2014,Crime,Brazil,2167.2
2372,2014,Crime,Canada,38184.0
2373,2014,Crime,Chile,32.0
2374,2014,Crime,China,10356.9
2375,2014,Crime,Denmark,213.5
2376,2014,Crime,Finland,715.0
2377,2014,Crime,France,147019.875
2378,2014,Crime,Germany,400316.0
2379,2014,Crime,Hong Kong,10356.9
2380,2014,Crime,Iceland,1107.2
2381,2014,Crime,India,71660.2666667
2382,2014,Crime,Indonesia,24609.0
2383,2014,Crime,Iran,132.8
2384,2014,Crime,Israel,182.0
2385,2014,Crime,Jamaica,72.0
2386,2014,Crime,Japan,12424.9
