,Released,Genre,Country,imdbRating
931,2007,Short,Netherlands,1248.3
932,2007,Short,Romania,152.5
933,2007,Short,Spain,272.6
934,2007,Short,UK,53.2
935,2007,Short,USA,779.230769231
936,2007,Sport,India,413070.0
937,2007,Sport,UK,243.2
938,2007,Talk-Show,Australia,537.6
939,2007,Talk-Show,Canada,147.4
940,2007,Talk-Show,Denmark,158.4
941,2007,Talk-Show,France,43.2
942,2007,Talk-Show,Japan,169.4
943,2007,Talk-Show,UK,106.2
944,2007,Talk-Show,USA,1116.5
945,2007,Thriller,France,23.0
946,2007,Thriller,Italy,58.0
947,2007,Thriller,New Zealand,928131.6
948,2007,Thriller,UK,291.1
949,2007,Thriller,USA,88244.0636364
950,2007,War,USA,119.8
951,2008,Action,Argentina,4681.8
952,2008,Action,Canada,12964.5
953,2008,Action,Czech Republic,1008011.4
954,2008,Action,Denmark,2534.0
955,2008,Action,Germany,275202.25
956,2008,Action,Hong Kong,3641.6
957,2008,Action,Ireland,613.8
958,2008,Action,Japan,93665.6333333
959,2008,Action,Poland,1008011.4
960,2008,Action,Russia,1302.35
961,2008,Action,Singapore,1844.8
962,2008,Action,Slovenia,1008011.4
963,2008,Action,South Korea,144765.2
964,2008,Action,Turkey,1334.0
965,2008,Action,UK,1079104.0
966,2008,Action,USA,376099.416667
967,2008,Adventure,Canada,118.5
968,2008,Adventure,Czech Republic,1008011.4
969,2008,Adventure,Germany,37.8
970,2008,Adventure,Poland,1008011.4
971,2008,Adventure,Singapore,48.0
972,2008,Adventure,Slovenia,1008011.4
973,2008,Adventure,Turkey,7094.2
974,2008,Adventure,USA,504073.7
975,2008,Animation,Ireland,8576.0
976,2008,Animation,Japan,93665.6333333
977,2008,Animation,South Korea,144765.2
978,2008,Animation,Sweden,215.3
979,2008,Animation,USA,35045.72
980,2008,Biography,Spain,292.5
981,2008,Biography,USA,2524.5
982,2008,Comedy,France,490.2
983,2008,Comedy,Germany,43.0
984,2008,Comedy,Ireland,8576.0
985,2008,Comedy,Japan,346.066666667
986,2008,Comedy,Mexico,1270.9
987,2008,Comedy,New Zealand,62.1
988,2008,Comedy,Philippines,187.0
989,2008,Comedy,Poland,36.9
990,2008,Comedy,Portugal,85.8
991,2008,Comedy,South Africa,2453.4
992,2008,Comedy,South Korea,1339.8
993,2008,Comedy,Sweden,215.3
994,2008,Comedy,UK,97588.675
995,2008,Comedy,USA,30874.462963
996,2008,Crime,Argentina,4681.8
997,2008,Crime,Australia,2095.5
998,2008,Crime,Brazil,303.4
999,2008,Crime,Canada,4681.8
1000,2008,Crime,Croatia,43.0
1001,2008,Crime,Greece,766.5
1002,2008,Crime,Hong Kong,3641.6
1003,2008,Crime,Japan,144765.2
1004,2008,Crime,Mexico,364.0
1005,2008,Crime,Russia,86.8
1006,2008,Crime,Singapore,3641.6
1007,2008,Crime,South Korea,144765.2
1008,2008,Crime,Turkey,1334.0
1009,2008,Crime,USA,222205.2875
1010,2008,Documentary,Canada,7752.0
1011,2008,Documentary,Germany,61.7
1012,2008,Documentary,Japan,98.8
1013,2008,Documentary,Spain,292.5
1014,2008,Documentary,UK,1909.0
1015,2008,Documentary,USA,6687.7125
1016,2008,Drama,Argentina,4681.8
1017,2008,Drama,Australia,1296.6
1018,2008,Drama,Austria,966.0
1019,2008,Drama,Brazil,626.0
1020,2008,Drama,Canada,2390.6
1021,2008,Drama,Chile,151.2
1022,2008,Drama,Denmark,2534.0
1023,2008,Drama,France,27842.9
1024,2008,Drama,Germany,414.8
1025,2008,Drama,Greece,766.5
1026,2008,Drama,Ireland,613.8
1027,2008,Drama,Japan,67901.05
1028,2008,Drama,Mexico,364.0
1029,2008,Drama,Philippines,187.0
1030,2008,Drama,Poland,402.6
1031,2008,Drama,Russia,86.8
1032,2008,Drama,South Korea,10236.6
1033,2008,Drama,Spain,17666.2
1034,2008,Drama,Switzerland,966.0
1035,2008,Drama,UK,1054.92
1036,2008,Drama,USA,134872.370588
1037,2008,Family,Czech Republic,1008011.4
1038,2008,Family,India,125.4
1039,2008,Family,Norway,111.3
1040,2008,Family,Poland,1008011.4
1041,2008,Family,Russia,16.8
1042,2008,Family,Slovenia,1008011.4
1043,2008,Family,USA,504035.8
1044,2008,Fantasy,Canada,21247.2
1045,2008,Fantasy,Germany,21247.2
1046,2008,Fantasy,South Korea,19133.4
1047,2008,Fantasy,USA,917531.55
1048,2008,Game-Show,Mexico,15.9
1049,2008,Game-Show,Portugal,85.8
1050,2008,Game-Show,Spain,28.2
1051,2008,Game-Show,USA,311.2
1052,2008,History,Romania,1444.8
1053,2008,History,Russia,2517.9
1054,2008,History,Spain,292.5
1055,2008,History,UK,1909.0
1056,2008,History,USA,2343.0
1057,2008,Horror,Germany,99.4
1058,2008,Horror,Hong Kong,3641.6
1059,2008,Horror,Singapore,3641.6
1060,2008,Horror,Switzerland,235.6
1061,2008,Horror,USA,16308.575
1062,2008,Music,Bulgaria,39325.5
1063,2008,Music,Finland,105.6
1064,2008,Music,France,9431.6
1065,2008,Music,Germany,19681.75
1066,2008,Music,Hungary,39325.5
1067,2008,Music,Japan,285.9
1068,2008,Music,Mexico,16.8
1069,2008,Music,Serbia,39325.5
1070,2008,Music,Slovenia,39325.5
1071,2008,Music,Taiwan,873.7
1072,2008,Music,UK,71.1
1073,2008,Music,USA,363.8
1074,2008,Musical,France,2739.2
1075,2008,Musical,Norway,111.3
1076,2008,Mystery,Australia,2095.5
1077,2008,Mystery,Brazil,1830.0
1078,2008,Mystery,Ireland,74.8
1079,2008,Mystery,Japan,140.7
1080,2008,Mystery,South Korea,19133.4
1081,2008,Mystery,UK,59.2
1082,2008,Mystery,USA,162788.633333
1083,2008,Reality-TV,France,79.3
1084,2008,Reality-TV,Germany,61.7
1085,2008,Reality-TV,Greece,49.5
1086,2008,Reality-TV,Mexico,16.8
1087,2008,Reality-TV,Singapore,48.0
1088,2008,Reality-TV,USA,1807.1
1089,2008,Romance,France,1389.7
1090,2008,Romance,Germany,414.8
1091,2008,Romance,Greece,766.5
1092,2008,Romance,Ireland,613.8
1093,2008,Romance,Japan,511.0
1094,2008,Romance,Mexico,15.0
1095,2008,Romance,Netherlands,424.8
1096,2008,Romance,Philippines,187.0
1097,2008,Romance,South Korea,1339.8
1098,2008,Romance,UK,389657.4
1099,2008,Romance,USA,157061.8
1100,2008,Sci-Fi,Canada,7752.0
1101,2008,Sci-Fi,Germany,539577.55
1102,2008,Sci-Fi,Mexico,87.1
1103,2008,Sci-Fi,UK,1079104.0
1104,2008,Sci-Fi,USA,122734.877778
1105,2008,Short,Canada,99.4
1106,2008,Short,Germany,99.4
1107,2008,Short,Ireland,8576.0
1108,2008,Short,Italy,281.2
1109,2008,Short,Poland,402.6
1110,2008,Short,Portugal,31.5
1111,2008,Short,Spain,31.0
1112,2008,Short,Sweden,215.3
1113,2008,Short,UK,64.4
1114,2008,Short,USA,8146.54583333
1115,2008,Sport,Australia,55.2
1116,2008,Sport,Japan,511.0
1117,2008,Sport,UK,389657.4
1118,2008,Sport,USA,389657.4
1119,2008,Talk-Show,Australia,55.2
1120,2008,Talk-Show,Japan,37.0
1121,2008,Thriller,Australia,497.7
1122,2008,Thriller,Brazil,1830.0
1123,2008,Thriller,Germany,539564.95
1124,2008,Thriller,Japan,56.0
1125,2008,Thriller,Portugal,96.75
1126,2008,Thriller,UK,215940.14
1127,2008,Thriller,USA,337081.4375
1128,2008,War,France,483.0
1129,2008,War,Ghana,73.0
1130,2008,War,Mexico,273.0
1131,2008,War,Russia,2517.9
1132,2008,War,UK,630.8
1133,2008,War,USA,1377.0
1134,2008,Western,Canada,21247.2
1135,2008,Western,Germany,21247.2
1136,2009,Action,Brazil,2364.6
1137,2009,Action,Canada,4466.0
1138,2009,Action,Hong Kong,1873.4
1139,2009,Action,Japan,10345.475
1140,2009,Action,Kazakhstan,108.0
1141,2009,Action,UK,2573.55
1142,2009,Action,USA,414622.055556
1143,2009,Adventure,Canada,32710.5
1144,2009,Adventure,Germany,85.8
1145,2009,Adventure,Italy,48.3
1146,2009,Adventure,Japan,37802.7
1147,2009,Adventure,UK,126644.4
1148,2009,Adventure,USA,20201.4
1149,2009,Animation,Japan,1193.06666667
1150,2009,Animation,Netherlands,87.1
1151,2009,Animation,USA,12775.5333333
1152,2009,Biography,USA,358108.12
1153,2009,Comedy,Argentina,775.5
1154,2009,Comedy,Australia,319.2
1155,2009,Comedy,Brazil,434.05
1156,2009,Comedy,China,112.0
1157,2009,Comedy,Germany,96.5666666667
1158,2009,Comedy,Japan,219.9
1159,2009,Comedy,Mexico,46.2
1160,2009,Comedy,Netherlands,574.033333333
1161,2009,Comedy,Portugal,1617.0
1162,2009,Comedy,Russia,732.6
1163,2009,Comedy,UK,73.0
1164,2009,Comedy,USA,11107.5
1165,2009,Crime,Brazil,192.0
1166,2009,Crime,China,112.0
1167,2009,Crime,Hong Kong,1873.4
1168,2009,Crime,Italy,103.7
1169,2009,Crime,Kazakhstan,108.0
1170,2009,Crime,UK,4419.2
1171,2009,Crime,USA,1848.125
1172,2009,Documentary,Finland,903.9
1173,2009,Documentary,Greece,163.4
1174,2009,Documentary,Netherlands,1485.2
1175,2009,Documentary,UK,36.0
1176,2009,Documentary,USA,2150.28235294
1177,2009,Drama,Canada,60955.0
1178,2009,Drama,France,68.2
1179,2009,Drama,Germany,87.2
1180,2009,Drama,Hong Kong,1873.4
1181,2009,Drama,India,17479.8
1182,2009,Drama,Japan,19959.25
1183,2009,Drama,Mexico,46.2
1184,2009,Drama,New Zealand,841.5
1185,2009,Drama,Philippines,128.8
1186,2009,Drama,Russia,471.933333333
1187,2009,Drama,Spain,68.2
1188,2009,Drama,UK,21807.1
1189,2009,Drama,USA,352641.05
1190,2009,Drama,Ukraine,112.0
1191,2009,Drama,United Arab Emirates,69.0
1192,2009,Drama,Venezuela,100.8
1193,2009,Family,Canada,4466.0
1194,2009,Family,UK,58.1
1195,2009,Family,USA,49304.7333333
1196,2009,Fantasy,Argentina,903.0
1197,2009,Fantasy,Canada,60955.0
1198,2009,Fantasy,Japan,1097.4
1199,2009,Fantasy,UK,60955.0
1200,2009,Fantasy,USA,1727.1
1201,2009,Game-Show,Brazil,103.7
1202,2009,History,France,68.2
1203,2009,History,Portugal,747.3
1204,2009,History,Russia,651.9
1205,2009,History,Spain,68.2
1206,2009,History,UK,4361.7
1207,2009,History,USA,765.9
1208,2009,Horror,Brazil,73.2
1209,2009,Horror,Portugal,125.8
1210,2009,Horror,Spain,74.7
1211,2009,Horror,UK,192333.8
1212,2009,Horror,USA,348.254545455
1213,2009,Music,Netherlands,87.1
1214,2009,Music,UK,13.0
1215,2009,Music,USA,59.4
1216,2009,Musical,Canada,48.0
1217,2009,Musical,Finland,915.0
1218,2009,Musical,Ireland,114.8
1219,2009,Musical,Netherlands,186.0
1220,2009,Musical,Norway,74.2
1221,2009,Musical,Philippines,49.0
1222,2009,Musical,South Korea,49.0
1223,2009,Musical,Sweden,269.5
1224,2009,Musical,USA,1913.85
1225,2009,Mystery,Canada,2138.4
1226,2009,Mystery,New Zealand,78.0
1227,2009,Mystery,USA,3023926.0
1228,2009,Reality-TV,USA,470.2375
1229,2009,Romance,Canada,4234.4
1230,2009,Romance,Peru,457.6
1231,2009,Romance,Philippines,68.4
1232,2009,Romance,Portugal,747.3
1233,2009,Romance,Russia,1138.8
1234,2009,Romance,Spain,615.6
1235,2009,Romance,UK,2133.2
1236,2009,Romance,USA,6912.06666667
1237,2009,Sci-Fi,Australia,27.3
1238,2009,Sci-Fi,USA,332668.9
1239,2009,Short,Argentina,648.0
1240,2009,Short,China,112.0
1241,2009,Short,Finland,58.8
1242,2009,Short,Germany,52.5333333333
1243,2009,Short,Greece,163.4
1244,2009,Short,Netherlands,87.1
1245,2009,Short,New Zealand,78.0
1246,2009,Short,Spain,74.7
1247,2009,Short,Switzerland,96.0
1248,2009,Short,Turkey,390.0
1249,2009,Short,UK,111.2
1250,2009,Short,USA,237.885714286
1251,2009,Sport,Finland,903.9
1252,2009,Sport,Netherlands,103.2
1253,2009,Sport,UK,2160.0
1254,2009,Sport,USA,297554.1
1255,2009,Talk-Show,Brazil,103.7
1256,2009,Talk-Show,Portugal,1617.0
1257,2009,Talk-Show,USA,182.7
1258,2009,Thriller,Australia,64.8
1259,2009,Thriller,Finland,58.8
1260,2009,Thriller,Greece,30.8
1261,2009,Thriller,Mexico,58.65
1262,2009,Thriller,Spain,483.6
1263,2009,Thriller,UK,100530.1
1264,2009,Thriller,USA,95454.3857143
1265,2009,War,Belgium,108.8
1266,2009,War,France,108.8
1267,2009,War,UK,4361.7
1268,2009,War,USA,87.6
1269,2010,Action,Canada,281802.15
1270,2010,Action,France,61924.8
1271,2010,Action,Germany,2601.7
1272,2010,Action,Hong Kong,3351.1
1273,2010,Action,UK,111.0
1274,2010,Action,USA,469116.12
1275,2010,Adventure,Spain,3264.8
1276,2010,Adventure,Sri Lanka,184.8
1277,2010,Adventure,UK,111.0
1278,2010,Adventure,USA,839820.49
1279,2010,Animation,Canada,124909.2
1280,2010,Animation,Denmark,363.0
1281,2010,Animation,UK,111.0
1282,2010,Animation,USA,707557.7
1283,2010,Biography,Colombia,8232.8
1284,2010,Biography,Spain,154.0
1285,2010,Biography,USA,410.0
1286,2010,Comedy,Argentina,126.0
1287,2010,Comedy,Belgium,216.0
1288,2010,Comedy,Brazil,121.2
1289,2010,Comedy,Canada,63181.4
1290,2010,Comedy,Chile,107.9
1291,2010,Comedy,Czech Republic,75.0
1292,2010,Comedy,Denmark,5061.55
1293,2010,Comedy,Egypt,1976.4
1294,2010,Comedy,France,876.2
1295,2010,Comedy,Germany,60.7
1296,2010,Comedy,India,33437.6
1297,2010,Comedy,Israel,98.8
1298,2010,Comedy,Italy,10318.0
1299,2010,Comedy,Japan,197.6
1300,2010,Comedy,Luxembourg,216.0
1301,2010,Comedy,Sri Lanka,184.8
1302,2010,Comedy,Switzerland,108.8
1303,2010,Comedy,UK,2089.78
1304,2010,Comedy,USA,125885.451852
1305,2010,Crime,Canada,558438.3
1306,2010,Crime,Czech Republic,75.0
1307,2010,Crime,France,31730.6
1308,2010,Crime,UK,7032.4
1309,2010,Crime,USA,134774.82
1310,2010,Documentary,Argentina,194.4
1311,2010,Documentary,Canada,2464.0
1312,2010,Documentary,Colombia,8232.8
1313,2010,Documentary,Denmark,9760.1
1314,2010,Documentary,UK,1626.1
1315,2010,Documentary,USA,1066.14
1316,2010,Drama,Argentina,144.9
1317,2010,Drama,Australia,229.5
1318,2010,Drama,Brazil,319.7
1319,2010,Drama,Canada,850.5
1320,2010,Drama,Chile,107.9
1321,2010,Drama,Egypt,834.9
1322,2010,Drama,France,61924.8
1323,2010,Drama,Germany,290.25
1324,2010,Drama,India,33437.6
1325,2010,Drama,Ireland,211.2
1326,2010,Drama,Israel,98.8
1327,2010,Drama,Italy,293.25
1328,2010,Drama,Japan,207698.4
1329,2010,Drama,New Zealand,102.6
1330,2010,Drama,Spain,159.366666667
1331,2010,Drama,Sri Lanka,184.8
1332,2010,Drama,UK,2558.95
1333,2010,Drama,USA,62194.5675676
1334,2010,Family,Australia,89.1
1335,2010,Family,Canada,124909.2
1336,2010,Family,France,115.2
1337,2010,Family,South Africa,2082.4
1338,2010,Family,UK,54.6
1339,2010,Family,USA,23261.0
1340,2010,Fantasy,Argentina,61.2
1341,2010,Fantasy,Australia,1215.0
1342,2010,Fantasy,Canada,2710.4
1343,2010,Fantasy,Germany,253.8
1344,2010,Fantasy,India,180.0
1345,2010,Fantasy,USA,315980.511111
1346,2010,Game-Show,Czech Republic,27.0
1347,2010,Game-Show,Portugal,110.5
1348,2010,Game-Show,UK,4033.8
1349,2010,History,Argentina,105.1
1350,2010,History,Brazil,491.4
1351,2010,History,Chile,70.0
1352,2010,History,Egypt,834.9
1353,2010,History,Ireland,211.2
1354,2010,History,Japan,117.0
1355,2010,History,Spain,3264.8
1356,2010,History,USA,302.2
1357,2010,Horror,Canada,196861.0
1358,2010,Horror,Germany,2601.7
1359,2010,Horror,Singapore,2350.4
1360,2010,Horror,USA,73680.3
1361,2010,Music,Argentina,89.6666666667
1362,2010,Music,Canada,2464.0
1363,2010,Music,Portugal,158.0
1364,2010,Music,USA,50991.6125
1365,2010,Musical,Argentina,126.0
1366,2010,Musical,Italy,10318.0
1367,2010,Musical,UK,124.5
1368,2010,Musical,USA,401862.4
1369,2010,Mystery,Brazil,491.4
1370,2010,Mystery,Canada,388556.0
1371,2010,Mystery,Germany,112.5
1372,2010,Mystery,Iran,67.2
1373,2010,Mystery,Russia,129.6
1374,2010,Mystery,Singapore,2350.4
1375,2010,Mystery,South Korea,38.0
1376,2010,Mystery,UK,576.2
1377,2010,Mystery,USA,197230.0
1378,2010,News,UK,110.5
1379,2010,News,USA,117.6
1380,2010,Reality-TV,Finland,525.4
1381,2010,Reality-TV,Portugal,110.5
1382,2010,Reality-TV,UK,164.3
1383,2010,Reality-TV,USA,331.8
1384,2010,Romance,Brazil,180.0
1385,2010,Romance,Egypt,1976.4
1386,2010,Romance,India,18812.65
1387,2010,Romance,Japan,403.2
1388,2010,Romance,South Korea,38.8
1389,2010,Romance,USA,197582.044444
1390,2010,Sci-Fi,Argentina,272.6
1391,2010,Sci-Fi,Canada,558438.3
1392,2010,Sci-Fi,Hong Kong,3351.1
1393,2010,Sci-Fi,Iran,67.2
1394,2010,Sci-Fi,Italy,79.5
1395,2010,Sci-Fi,UK,272.6
1396,2010,Sci-Fi,USA,154868.866667
1397,2010,Short,Argentina,420.45
1398,2010,Short,Brazil,62.4
1399,2010,Short,Denmark,363.0
1400,2010,Short,Egypt,144.4
1401,2010,Short,Germany,98.25
1402,2010,Short,Israel,98.8
1403,2010,Short,Japan,120.7
1404,2010,Short,Portugal,105.6
1405,2010,Short,UK,637.5
1406,2010,Short,USA,191.333333333
1407,2010,Sport,Argentina,113.2
1408,2010,Sport,Australia,53.2
1409,2010,Sport,Canada,4824.0
1410,2010,Sport,Colombia,8232.8
1411,2010,Sport,UK,1680.8
1412,2010,Sport,USA,538.0
1413,2010,Talk-Show,Australia,53.2
1414,2010,Talk-Show,USA,319.2
1415,2010,Thriller,Argentina,64.5
1416,2010,Thriller,Brazil,47.2
1417,2010,Thriller,Canada,2662.86666667
1418,2010,Thriller,Denmark,147.2
1419,2010,Thriller,France,476.0
1420,2010,Thriller,Germany,5166.0
1421,2010,Thriller,Hong Kong,3351.1
1422,2010,Thriller,Iceland,73.8
1423,2010,Thriller,Japan,207698.4
1424,2010,Thriller,Singapore,2350.4
1425,2010,Thriller,UK,1754.71666667
1426,2010,Thriller,USA,34424.2090909
1427,2010,War,Chile,70.0
1428,2011,Action,Canada,764.35
1429,2011,Action,Israel,146.3
1430,2011,Action,Italy,583.0
1431,2011,Action,Japan,3052.8
1432,2011,Action,New Zealand,19051.5
1433,2011,Action,South Korea,79.5
1434,2011,Action,UK,2073651.45
1435,2011,Action,USA,836808.84
1436,2011,Adult,USA,91.0
1437,2011,Adventure,Japan,2129.85
1438,2011,Adventure,New Zealand,19051.5
1439,2011,Adventure,UK,2160936.3
1440,2011,Adventure,USA,1085732.57273
1441,2011,Animation,Japan,1606.9
1442,2011,Animation,UK,250.8
1443,2011,Animation,USA,145051.516667
1444,2011,Biography,Austria,530.1
1445,2011,Biography,Portugal,772.8
1446,2011,Biography,USA,74271.175
1447,2011,Comedy,Brazil,710.5
1448,2011,Comedy,Costa Rica,414.0
1449,2011,Comedy,Germany,85.4
1450,2011,Comedy,India,8748.0
1451,2011,Comedy,Japan,161.0
1452,2011,Comedy,Pakistan,110.5
1453,2011,Comedy,Spain,63.0
1454,2011,Comedy,Sweden,323.9
1455,2011,Comedy,UK,856.242857143
1456,2011,Comedy,USA,30182.5352941
1457,2011,Crime,Canada,3895.3
1458,2011,Crime,Colombia,625.6
1459,2011,Crime,Finland,374.4
1460,2011,Crime,Iran,41.6
1461,2011,Crime,Israel,146.3
1462,2011,Crime,USA,354085.75
1463,2011,Documentary,Austria,530.1
1464,2011,Documentary,Belgium,121.6
1465,2011,Documentary,Canada,108.8
1466,2011,Documentary,Greece,67.1
1467,2011,Documentary,Netherlands,121.6
1468,2011,Documentary,Nicaragua,121.6
1469,2011,Documentary,Spain,121.6
1470,2011,Documentary,Switzerland,1335.9
1471,2011,Documentary,UK,1379.35
1472,2011,Documentary,USA,5229.80714286
1473,2011,Drama,Australia,276.55
1474,2011,Drama,Belgium,75.8
1475,2011,Drama,Brazil,196.2
1476,2011,Drama,Canada,4443.93333333
1477,2011,Drama,Colombia,625.6
1478,2011,Drama,Denmark,934771.8
1479,2011,Drama,Finland,374.4
1480,2011,Drama,France,467409.35
1481,2011,Drama,Germany,934771.8
1482,2011,Drama,India,8748.0
1483,2011,Drama,Italy,1856.4
1484,2011,Drama,Japan,149.466666667
1485,2011,Drama,Mexico,442.5
1486,2011,Drama,Netherlands,117.05
1487,2011,Drama,New Zealand,19051.5
1488,2011,Drama,Nicaragua,121.6
1489,2011,Drama,Philippines,225.5
1490,2011,Drama,Poland,162.0
1491,2011,Drama,Portugal,772.8
1492,2011,Drama,South Korea,79.5
1493,2011,Drama,Spain,109.05
1494,2011,Drama,Sweden,934771.8
1495,2011,Drama,Switzerland,765.7
1496,2011,Drama,Turkey,7545.0
1497,2011,Drama,UK,755362.285714
1498,2011,Drama,USA,275046.02
1499,2011,Family,France,171.6
1500,2011,Family,Portugal,224.4
1501,2011,Family,Spain,266.4
1502,2011,Family,Sweden,3983.3
1503,2011,Family,UK,123.0
1504,2011,Family,USA,32121.8857143
1505,2011,Fantasy,Costa Rica,414.0
1506,2011,Fantasy,Philippines,225.5
1507,2011,Fantasy,Portugal,71.0
1508,2011,Fantasy,Sweden,246.0
1509,2011,Fantasy,UK,4496415.3
1510,2011,Fantasy,USA,1800552.46667
1511,2011,Game-Show,Canada,108.8
1512,2011,Game-Show,Chile,2356.4
1513,2011,Game-Show,Germany,85.4
1514,2011,Game-Show,Indonesia,92.4
1515,2011,Game-Show,Portugal,41.15
1516,2011,Game-Show,UK,88.5
1517,2011,Game-Show,USA,108.8
1518,2011,History,Canada,108.8
1519,2011,History,Colombia,208.0
1520,2011,History,Germany,54.4
1521,2011,History,Greece,67.1
1522,2011,History,Japan,221.0
1523,2011,History,Switzerland,1335.9
1524,2011,History,UK,129.6
1525,2011,History,USA,543.166666667
1526,2011,Horror,Australia,49.0
1527,2011,Horror,Canada,247946.4
1528,2011,Horror,Denmark,24.0
1529,2011,Horror,Israel,65.7
1530,2011,Horror,Philippines,258.5
1531,2011,Horror,USA,41707.1833333
1532,2011,Music,Brazil,361.9
1533,2011,Music,Japan,33.0
1534,2011,Music,Portugal,24.0
1535,2011,Music,Turkey,766.3
1536,2011,Music,UK,121.6
1537,2011,Music,USA,140.75
1538,2011,Musical,Brazil,227.7
1539,2011,Musical,Turkey,52.8
1540,2011,Musical,USA,821.6
1541,2011,Mystery,Canada,82816.5
1542,2011,Mystery,Germany,50.4
1543,2011,Mystery,Philippines,291.5
1544,2011,Mystery,Spain,364.8
1545,2011,Mystery,UK,204.0
1546,2011,Mystery,USA,520293.3
1547,2011,News,UK,1819.5
1548,2011,News,USA,1324.6
1549,2011,Reality-TV,Egypt,418.3
1550,2011,Reality-TV,India,1300.2
1551,2011,Reality-TV,Indonesia,92.4
1552,2011,Reality-TV,Portugal,49.5
1553,2011,Reality-TV,Serbia,389.4
1554,2011,Reality-TV,Sweden,323.9
1555,2011,Reality-TV,UK,147.6
1556,2011,Reality-TV,USA,71602.6571429
1557,2011,Reality-TV,United Arab Emirates,418.3
1558,2011,Romance,Brazil,658.0
1559,2011,Romance,Canada,448.3
1560,2011,Romance,Colombia,625.6
1561,2011,Romance,Denmark,94.8
1562,2011,Romance,Germany,99.2
1563,2011,Romance,India,8759.7
1564,2011,Romance,Pakistan,110.5
1565,2011,Romance,Portugal,772.8
1566,2011,Romance,Turkey,7545.0
1567,2011,Romance,UK,762349.0
1568,2011,Romance,USA,97581.4777778
1569,2011,Sci-Fi,Canada,247946.4
1570,2011,Sci-Fi,Costa Rica,414.0
1571,2011,Sci-Fi,Italy,583.0
1572,2011,Sci-Fi,Japan,1206.9
1573,2011,Sci-Fi,Netherlands,112.5
1574,2011,Sci-Fi,Russia,56.0
1575,2011,Sci-Fi,UK,826026.96
1576,2011,Sci-Fi,USA,709561.627273
1577,2011,Short,Australia,49.0
1578,2011,Short,Brazil,300.9
1579,2011,Short,Germany,347.1
1580,2011,Short,Hungary,281.2
1581,2011,Short,India,39.0
1582,2011,Short,Netherlands,48.8
1583,2011,Short,South Korea,79.5
1584,2011,Short,Spain,63.0
1585,2011,Short,Sweden,53.9
1586,2011,Short,UK,229.54
1587,2011,Short,USA,327.426666667
1588,2011,Sport,Austria,530.1
1589,2011,Sport,Canada,1253.3
1590,2011,Sport,UK,5157.8
1591,2011,Sport,USA,750.66
1592,2011,Talk-Show,Brazil,763.0
1593,2011,Talk-Show,South Africa,131.1
1594,2011,Talk-Show,USA,196.2
1595,2011,Talk-Show,Venezuela,73.0
1596,2011,Thriller,Australia,34.2
1597,2011,Thriller,Czech Republic,124.0
1598,2011,Thriller,Finland,314.5
1599,2011,Thriller,France,283.5
1600,2011,Thriller,India,268.8
1601,2011,Thriller,Italy,583.0
1602,2011,Thriller,Malaysia,214.6
1603,2011,Thriller,Netherlands,872.4
1604,2011,Thriller,Philippines,1556.3
1605,2011,Thriller,Singapore,214.6
1606,2011,Thriller,South Korea,356.9
1607,2011,Thriller,Spain,167.4
1608,2011,Thriller,Sweden,53.9
1609,2011,Thriller,Turkey,5774.1
1610,2011,Thriller,UK,187.0
1611,2011,Thriller,USA,405838.154545
1612,2011,War,USA,8524.1
1613,2012,Action,Canada,250047.0
1614,2012,Action,Czech Republic,62699.0
1615,2012,Action,France,51.0
1616,2012,Action,India,2589.3
1617,2012,Action,Japan,4508.1
1618,2012,Action,Netherlands,153.6
1619,2012,Action,UK,10151.4
1620,2012,Action,USA,5149129.23077
1621,2012,Adventure,Argentina,205307.7
1622,2012,Adventure,Brazil,205307.7
1623,2012,Adventure,Canada,106289.85
1624,2012,Adventure,Colombia,193.2
1625,2012,Adventure,France,205307.7
1626,2012,Adventure,Germany,35730.4
1627,2012,Adventure,Japan,422722.3
1628,2012,Adventure,UK,205307.7
1629,2012,Adventure,USA,52332.4
1630,2012,Animation,Canada,34.0
1631,2012,Animation,Denmark,39.9
1632,2012,Animation,Germany,39.9
1633,2012,Animation,Japan,72769.1666667
1634,2012,Animation,Norway,39.9
1635,2012,Animation,Sweden,39.9
1636,2012,Animation,USA,3353434.0
1637,2012,Biography,Colombia,14407.2
1638,2012,Biography,France,135.7
1639,2012,Biography,UK,1746.4
1640,2012,Biography,USA,1776316.85
1641,2012,Comedy,Armenia,114.4
1642,2012,Comedy,Australia,72.9
1643,2012,Comedy,Canada,7403.36666667
1644,2012,Comedy,Croatia,748.2
1645,2012,Comedy,France,451.733333333
1646,2012,Comedy,Germany,7243.7
1647,2012,Comedy,Japan,804.85
1648,2012,Comedy,Netherlands,31.0
1649,2012,Comedy,South Korea,4805.2
1650,2012,Comedy,Spain,45.0
1651,2012,Comedy,Turkey,60.2
1652,2012,Comedy,UK,6856.375
1653,2012,Comedy,USA,146741.317391
1654,2012,Comedy,United Arab Emirates,1168.5
1655,2012,Crime,Canada,250047.0
1656,2012,Crime,Colombia,14407.2
1657,2012,Crime,Germany,186.3
1658,2012,Crime,Israel,316.0
1659,2012,Crime,Italy,28.8
1660,2012,Crime,Malta,28.8
1661,2012,Crime,UK,5988.4
1662,2012,Crime,USA,62895.1
1663,2012,Documentary,Canada,1168.5
1664,2012,Documentary,France,1168.5
1665,2012,Documentary,Hungary,283.8
1666,2012,Documentary,Israel,56.7
