2015001,10
2015002,13
2015003,13
2015004,21
2015005,16
2015006,14
2015007,26
2015008,10
2015009,19
2015010,22
2015011,23
2015012,28
2016001,25
2016002,24
2016003,38
2016004,59
2016005,76
2016006,541
2016007,1357
2016008,1254
2016009,1206
2016010,1193
