,Genre,Director,imdbRating
0,Action,A.R. Murugadoss,125800.0
1,Action,Adam Beamer,3478.8
2,Action,Adam Marcus,15989.6
3,Action,Adam Silver,1976.3
4,Action,Ades Zabel,144.0
5,Action,Adil El Arbi,13454.5
6,Action,Adrian Picardi,7756.2
7,Action,Ahmet Karaman,16560.0
8,Action,Alan Taylor,2138200.45
9,Action,Albert Pyun,631.4
10,Action,Aldo D. Napoli,74.7
11,Action,Aleksander Bach,376131.6
12,Action,Aleksandr Chernyaev,101.2
13,Action,Alessandro Carloni,547027.2
14,Action,Alex Hutchinson,811.2
15,Action,Alex Prister,36.0
16,Action,Alex Proyas,332337.5
17,Action,Alex Winter,16797.3
18,Action,Alexander Bakshaev,134.3
19,Action,Alexander Berman,121.6
20,Action,Alexander Tuschinski,43.0
21,Action,Alik Sakharov,32461.1
22,Action,Alyx Gaudio,44.0
23,Action,Andre Emerson,1533.6
24,Action,Andrew Adamson,1008011.4
25,Action,Andrew Bellware,995.6
26,Action,André Moraes,190.0
27,Action,Anees Bazmee,17640.0
28,Action,Anggy Umbara,1235.4
29,Action,Anthony Russo,3353511.1
30,Action,Ashraf Ismail,63216.0
31,Action,Attila Árpa,8784.0
32,Action,Audrey Larson,120.4
33,Action,Babak Najafi,488803.2
34,Action,Bas Devos,1308.0
35,Action,Ben Hayflick,2926.8
36,Action,Benny Chan,3351.1
37,Action,Benny Fredman,710.4
38,Action,Betty Thomas,227464.2
39,Action,Biggy van Blond,144.0
40,Action,Bilall Fallah,13454.5
41,Action,Bill Christensen,56.0
42,Action,Binu S.,720.8
43,Action,Brad Bird,867373.0
44,Action,Brad Peyton,929737.6
45,Action,Bradford May,1269.1
46,Action,Brandon Vietti,6454.6
47,Action,Brendan Culleton,53.2
48,Action,Brett Simmons,23318.4
49,Action,Brian A Miller,10041.6
50,Action,Brian Taylor,664906.2
51,Action,Brigitte Burdine,2918.1
52,Action,Bruce X. Li,82.0
53,Action,Bruno Vaussenat,481.0
54,Action,Bryan Singer,2857412.8
55,Action,Byoung-gon Moon,167.2
56,Action,Camille Delamarre,303.4
57,Action,Carlos Coelho da Silva,11082.3
58,Action,Carsten Fiebeler,216.0
59,Action,Cat Moore,104.0
60,Action,Cem Yilmaz,65746.8
61,Action,Ching-Po Wong,10356.9
62,Action,Chris Miller,779638.8
63,Action,Chris Sanders,4080549.6
64,Action,Chris White,568.0
65,Action,Chris Williams,2276385.0
66,Action,Christer Lindström,924.6
67,Action,Christopher McQuarrie,1779685.2
68,Action,Christopher Miller,1962144.6
69,Action,Christopher Sabat,81.0
70,Action,Cindel Krajewski,714.4
71,Action,Clay Kaytis,270912.6
72,Action,Cody Knotts,1086.8
73,Action,Colin Fleming,127.5
74,Action,Colin Strause,390520.3
75,Action,Colin Trevorrow,3005604.0
76,Action,Conor Allyn,2713.2
77,Action,Corky Lehmkuhl,52.2
78,Action,Curt Geda,2465.0
79,Action,Dahci Ma,79.5
80,Action,Damian Lee,8429.4
81,Action,Danny Madden,378.0
82,Action,Dave 'Foots' Footman,1253.3
83,Action,Dave Green,281746.8
84,Action,David Ayer,1661338.8
85,Action,David Llauger Meiselman,787.2
86,Action,Dean DeBlois,2935048.55
87,Action,Devin Graham,7756.2
88,Action,Don E. FauntLeRoy,23436.0
89,Action,Don Hall,2276385.0
90,Action,Don Michael Paul,18815.0
91,Action,Doug Liman,3516771.9
92,Action,Doug Scheiber,74.7
93,Action,Doug Walker,9872.1
94,Action,Drew Hall,2431.3
95,Action,Dylan Cargill,46.8
96,Action,Dylan Southern,38.0
97,Action,Edris Ne,51.2
98,Action,Eduardo Quiroz,1640.2
99,Action,Edward Zwick,80044.8
100,Action,Eiichiro Sasaki,3240.0
101,Action,Eiichirô Hasumi,1014.6
102,Action,Elin Anderson,1253.3
103,Action,Erik Matti,13412.0
104,Action,Ernest Johnson,264.0
105,Action,Ethan Spaulding,87280.9
106,Action,Eugeniusz Korin,3195.8
107,Action,Evan Beamer,3478.8
108,Action,Farah Khan,138096.8
109,Action,Farzan Haghighi,154.0
110,Action,Federico Castelluccio,122.4
111,Action,Fergal Reilly,270912.6
112,Action,Fernando Lebrija,4004.0
113,Action,Florent-Emilio Siri,625897.8
114,Action,Francis Lawrence,2518429.4
115,Action,Frank Coraci,405246.0
116,Action,Franklin Guerrero Jr.,3427.1
117,Action,François Gérard,83.2
118,Action,Fred Olen Ray,1101.6
119,Action,Frédéric Schoendoerffer,1339.2
120,Action,Futoshi Higashide,144765.2
121,Action,Gareth Edwards,1990651.0
122,Action,Garson Yu,37802.7
123,Action,Gary Shore,894058.2
124,Action,Gavin Hood,1254407.5
125,Action,George Lucas,7623190.75556
126,Action,Giorgio Serafini,4485.0
127,Action,Glenn Miller,3881.5
128,Action,Gonzalo Lira,102.6
129,Action,Gore Verbinski,1200524.0
130,Action,Graham Cantwell,613.8
131,Action,Grant Harvey,1632.4
132,Action,Greg Francis,37365.3
133,Action,Greg Strause,390520.3
134,Action,Guillermo del Toro,2717771.0
135,Action,Gun Ho Jang,7557.8
136,Action,Han Lee,194.3
137,Action,Hansjörg Thurn,1005.1
138,Action,Harold Gasnier,348.3
139,Action,Hector Echavarria,192.0
140,Action,Henry Saine,30888.0
141,Action,Herman Yau,1873.4
142,Action,Hiroshi Morioka,144765.2
143,Action,Hong-seon Kim,4296.5
144,Action,Hyeon-jeong Kim,1792.0
145,Action,Ian Sharp,19051.5
146,Action,Irina Maldea,53.2
147,Action,Ivan Yakovidish,416.0
148,Action,J Blakeson,328432.0
149,Action,J.C. Chandor,417746.7
150,Action,J.J. Abrams,4015250.9
151,Action,Jace Daniel,56.0
152,Action,James C. Hunter,450.5
153,Action,James DeMonaco,443907.25
154,Action,James Gunn,5742090.0
155,Action,James Lew,1960.0
156,Action,James Mangold,2239294.1
157,Action,Jaume Collet-Serra,1432767.0
158,Action,Jay Oliva,138705.733333
159,Action,Jazz Boon,1636.8
160,Action,Jean-François Richet,175116.5
161,Action,Jean-Maxime Moris,2613.4
162,Action,Jeff Compton,51.0
163,Action,Jeff Prahl,105.6
164,Action,Jeff Stolhand,252.2
165,Action,Jeff Wadlow,1367157.0
166,Action,Jen Soska,9302.4
167,Action,Jenko Kent,714.4
168,Action,Jennifer Yuh Nelson,547027.2
169,Action,Jeremiah S. Chechik,1884.6
170,Action,Jim Sonzero,37802.7
171,Action,Jin Roh,158.4
172,Action,Jochen Taubert,37.4
173,Action,Joe Carnahan,1455104.8
174,Action,Joe Chien,1794.0
175,Action,Joe Russo,3353511.1
176,Action,Joel Schumacher,61924.8
177,Action,John Carpenter,690054.4
178,Action,John Garside,127.5
179,Action,John Moore,889075.0
180,Action,John Suits,24053.4
181,Action,Johnnie To,3510.5
182,Action,Jonathan Hensleigh,819435.5
183,Action,Jonathan Liebesman,1016080.3
184,Action,Jong-Sik Nam,144765.2
185,Action,Jordan F. Ghanma,154.0
186,Action,Jose Quiroz,1640.2
187,Action,Joseph Payson,109.2
188,Action,Joshua Caldwell,85.8
189,Action,Joss Whedon,7716742.53333
190,Action,José Alvarenga Jr.,4537.2
191,Action,José Padilha,1153789.0
192,Action,Julian Cheah,30.6
193,Action,Julian Gerighty,873.6
194,Action,Jun Shishido,3052.8
195,Action,Justin Lin,2139380.25
196,Action,Justin Zagri,890.1
197,Action,Jörn Hartmann,144.0
198,Action,K. King,7276.5
199,Action,K.C. Bascombe,4681.8
200,Action,Karsten Kiilerich,587.5
201,Action,Kazuchika Kise,16154.9
202,Action,Keir Burrows,40.0
203,Action,Keitarô Motonaga,445.3
204,Action,Kelvin Tong,3641.6
205,Action,Kemal Uzun,16560.0
206,Action,Kenji Kodama,5297.2
207,Action,Kenneth Branagh,624426.8
208,Action,Kenny Richards-Preston,63.8
209,Action,Kevin Campbell,2026.3
210,Action,Kevin Dunn,919.666666667
211,Action,Klaus Purkart,144.0
212,Action,Kriv Stenders,86635.6
213,Action,Kuat Isaev,108.0
214,Action,Kyle Balda,950316.8
215,Action,Kôbun Shizuno,2058.0
216,Action,Larry White,568.0
217,Action,Lars Gustavsson,28568.0
218,Action,Laurence Katrian,51.0
219,Action,Len Wiseman,1080832.8
220,Action,Leone Marucci,18225.0
221,Action,Liam O'Brien,37802.7
222,Action,Lightning Bear,63.8
223,Action,Louis Leterrier,1347473.4
224,Action,M. Night Shyamalan,787915.1
225,Action,M.J. Alhabeeb Jr.,189.0
226,Action,Maclain Nelson,1678.5
227,Action,Marc Forster,3315333.0
228,Action,Marc Webb,2197700.5
229,Action,Mario Van Peebles,4596.1
230,Action,Mark Atkins,4039.3
231,Action,Mark L. Lester,3045.9
232,Action,Mark Neveldine,664906.2
233,Action,Mark Vasconcellos,408.8
234,Action,Martin Campbell,1267856.8
235,Action,Masahiko Murata,16154.9
236,Action,Masahiro Hosoda,144116.6
237,Action,Masahiro Sakurai,2739.1
238,Action,Masayuki Ochiai,3536.0
239,Action,Matthew Vaughn,3644978.05
240,Action,Max Lalanne,154.8
241,Action,Max Reid,2319.2
242,Action,McG,438550.8
243,Action,Michael Barnett,10172.5
244,Action,Michael Bay,3684161.6
245,Action,Michael Mann,562698.0
246,Action,Michael Mort,788.1
247,Action,Miguel Sapochnik,558438.3
248,Action,Mike Mendez,29807.2
249,Action,Mike Newell,1492161.0
250,Action,Milon V. Parker,41.0
251,Action,Mohit Suri,76819.2
252,Action,Motomu Toriyama,1383.8
253,Action,Nathan Hill,198.9
254,Action,Neeraj Pandey,277424.0
255,Action,Neil Kinsella,1280.6
256,Action,Nicholas Gyeney,50444.3
257,Action,Niels Arden Oplev,356096.0
258,Action,Nikkhil Advani,6230.8
259,Action,Obi Callys Obinali,25.2
260,Action,Olaf de Fleur Johannesson,1107.2
261,Action,Oleg Stepchenko,1361.5
262,Action,Omar Shargawi,2534.0
263,Action,Paco Cabezas,93295.0
264,Action,Patrick Hagarty,229.1
265,Action,Patrick Hughes,798313.1
266,Action,Patrick Roy Beckert,40.0
267,Action,Paul Feig,598768.2
268,Action,Paul Hoen,15266.0
269,Action,Paul W.S. Anderson,1079104.0
270,Action,Peter James Iengo,41.4
271,Action,Peter Vass,138.7
272,Action,Peyton Reed,2450421.2
273,Action,Phil Lord,1962144.6
274,Action,Pierre Coffin,950316.8
275,Action,Pierre Henri Landriau,45.0
276,Action,Prabhudheva,7098.3
277,Action,Quentin Tarantino,4185096.0
278,Action,R. Zane Rutledge,252.2
279,Action,R.D. Braunstein,3588.0
280,Action,Raf Anzovin,40.2
281,Action,Ralph Ziman,18950.8
282,Action,Randall Einhorn,114.0
283,Action,Rex Baca,36.0
284,Action,Richard Taylor,8462.3
285,Action,Rick Morales,3658.2
286,Action,Ricky Renna,184.8
287,Action,Ridley Scott,803961.7
288,Action,Rob Meltzer,48800.0
289,Action,Rob Tapert,2371.6
290,Action,Rob Zombie,34938.0
291,Action,Robert Black,91.0
292,Action,Robert Rodriguez,591434.0
293,Action,Robert Rugan,480.0
294,Action,Robert Stromberg,1810634.0
295,Action,Rod Edge,276159.0
296,Action,Rody Claude,663.0
297,Action,Roel Reiné,7498.4
298,Action,Roger Christian,3272.4
299,Action,Roger Donaldson,325256.4
300,Action,Rohit Jugraj,1010.8
301,Action,Roland Emmerich,496962.0
302,Action,Ron Howard,204704.0
303,Action,Roopesh Peethambaran,2589.3
304,Action,Ryûhei Kitamura,7064.4
305,Action,Said C. Naciri,112.2
306,Action,Sam George,731.5
307,Action,Sam Liu,104765.9
308,Action,Sam Mendes,1965594.4
309,Action,Sam Milman,138.7
310,Action,Sam Raimi,4047740.5
311,Action,Sameer Puri,28.0
312,Action,Scott Derrickson,348520.0
313,Action,Scott Patrick,714.0
314,Action,Scott Waugh,906808.5
315,Action,Scott Wheeler,2923.8
316,Action,Sean S. Cunningham,8995.0
317,Action,Sefton Hill,54698.6
318,Action,Serdar Akar,16560.0
319,Action,Sergey A.,416.0
320,Action,Seung-wan Ryoo,22658.1
321,Action,Shakti Soundar Rajan,1842.2
322,Action,Shane Black,4086144.0
323,Action,Shane Van Dyke,14243.2
324,Action,Shay Martin,120.4
325,Action,Shinji Higuchi,44421.0
326,Action,Shoujirou Nishimi,144765.2
327,Action,Si Duy Tran,5970.0
328,Action,Stefan Schwartz,10179.6
329,Action,Stephen Long,46.2
330,Action,Stephen Reedy,74.1
331,Action,Stephen Shimek,1678.5
332,Action,Steve Fisher,695.8
333,Action,Steve MacLaren,36.0
334,Action,Steven Bratter,243.6
335,Action,Steven Knight,328724.0
336,Action,Steven M. Smith,4440.8
337,Action,Stolis Hadjicharalambous,55.8
338,Action,Stuart Welbourn,46.8
339,Action,Stéphane Beley,873.6
340,Action,Sunny Deol,26880.4
341,Action,Sylvain Doreau,29743.2
342,Action,Sylvia Soska,9302.4
343,Action,Takashi Minamoto,774.7
344,Action,Takeshi Nozue,66045.0
345,Action,Takeshi Sakamoto,81.0
346,Action,Teddy Chan,40183.0
347,Action,Thierry Coup,2760.0
348,Action,Tim Conrad,184.8
349,Action,Tim Miller,4295519.1
350,Action,Timothy Woodward Jr.,1403.55
351,Action,Timur Bekmambetov,767849.6
352,Action,Todd Howard,26912.2
353,Action,Tom Collins,4584.6
354,Action,Tom Keegan,28568.0
355,Action,Tom Logan,869.4
356,Action,Tom Muschamp,264.0
357,Action,Tommy Wirkola,991774.6
358,Action,Tony Ghanma,154.0
359,Action,Toshio Ohashi,37802.7
360,Action,Toshiya Shinohara,9507.6
361,Action,Toshiyuki Kubooka,144765.2
362,Action,Travis Bain,686.4
363,Action,Travis Hayward,725.7
364,Action,Trey Nelson,14874.0
365,Action,Trey Stokes,5241.6
366,Action,Tyler Shields,34784.7
367,Action,Uli Edel,55321.9
368,Action,Uri L. Schwarz,33.0
369,Action,Uwe Boll,13206.6
370,Action,Valeri Milev,3040.4
371,Action,Vincent Lecrocq,142.8
372,Action,Wendy Keeling,58.8
373,Action,Wes Ball,1564342.0
374,Action,Will Lovelace,38.0
375,Action,William Justin Crooks,30.8
376,Action,William Kan,80.0
377,Action,William Kaufman,11221.6
378,Action,William Lu,263.2
379,Action,Yasuhiro Aoki,144765.2
380,Action,Yuka Kobayashi,81.0
381,Action,Yûichirô Hayashi,144765.2
382,Action,Zach Lipovsky,31028.4
383,Action,Zack Snyder,3274608.46667
384,Adult,Axel Braun,115.5
385,Adult,Brad Armstrong,124.0
386,Adult,Cash Markman,51.8
387,Adult,David Ashton,198.0
388,Adult,Eddie Powell,104.4
389,Adult,Francois Clousot,55.2
390,Adult,Hamed Mohammadi,97.5
391,Adult,Jacky St. James,81.1
392,Adult,Matt Hodges,95.2
393,Adult,Matthew Roberts,33.0
394,Adult,Paul Farren,43.2
395,Adult,Petar Pasic,6904.1
396,Adult,Robert Black,91.0
397,Adult,Stormy Daniels,8.0
398,Adult,Will Ryder,46.8
399,Adventure,Adam Silver,2926.8
400,Adventure,Alan Taylor,2138200.45
401,Adventure,Alessandro Carloni,547027.2
402,Adventure,Alex Hutchinson,811.2
403,Adventure,Alex Proyas,332337.5
404,Adventure,Alex Winter,16797.3
405,Adventure,Alex Zamm,9990.0
406,Adventure,Alexandre Astier,45941.0
407,Adventure,Alfonso Cuarón,4654696.8
408,Adventure,Alice Nellis,1036.8
409,Adventure,Alyx Gaudio,44.0
410,Adventure,Andrew Adamson,1008011.4
411,Adventure,Andrew Stanton,704694.8
412,Adventure,Angus MacLane,704694.8
413,Adventure,Anthony Russo,3353511.1
414,Adventure,Anthony Stacchi,291203.2
415,Adventure,Arthur Rankin Jr.,68550.8
416,Adventure,Ashraf Ismail,63216.0
417,Adventure,Austin Chick,20201.4
418,Adventure,B. Skow,43.2
419,Adventure,Baltasar Kormákur,1013411.4
420,Adventure,Barry Cook,47044.4
421,Adventure,Ben Hayflick,2926.8
422,Adventure,Ben Stassen,13610.4
423,Adventure,Ben Stiller,1761876.9
424,Adventure,Betty Thomas,227464.2
425,Adventure,Bill Condon,905049.6
426,Adventure,Bivas Biswas,55.8
427,Adventure,Boaz Yakin,133606.4
428,Adventure,Bora Dagtekin,35730.4
429,Adventure,Brad Bird,867373.0
430,Adventure,Brad Peyton,929737.6
431,Adventure,Brandon Li,136.0
432,Adventure,Brandon Vietti,6454.6
433,Adventure,Brendan Maher,1526.5
434,Adventure,Brett Simmons,23318.4
435,Adventure,Brigitte Burdine,2918.1
436,Adventure,Bryan Singer,2857412.8
437,Adventure,Bryant H. Boesen,742.0
438,Adventure,Byron Howard,1789508.7
439,Adventure,Cal Brunker,125784.0
440,Adventure,Carlos Saldanha,383699.2
441,Adventure,Chris Buck,3267908.8
442,Adventure,Chris Carter,94.4
443,Adventure,Chris Columbus,2928476.0
444,Adventure,Chris Miller,779638.8
445,Adventure,Chris Renaud,1344788.55
446,Adventure,Chris Sanders,2602217.85
447,Adventure,Chris Wedge,582578.4
448,Adventure,Chris Williams,2276385.0
449,Adventure,Christian Duurvoort,108964.8
450,Adventure,Christine Parker,51.2
451,Adventure,Christopher McQuarrie,1779685.2
452,Adventure,Christopher Miller,1962144.6
453,Adventure,Christopher Nolan,8271376.8
454,Adventure,Christopher R. Mihm,176.9
455,Adventure,Christopher Sabat,81.0
456,Adventure,Clay Kaytis,270912.6
457,Adventure,Cody Cameron,427700.0
458,Adventure,Colin Fleming,127.5
459,Adventure,Colin Trevorrow,3005604.0
460,Adventure,Conrad Vernon,418138.5
461,Adventure,Dan Scanlon,1754657.2
462,Adventure,Daniel Benmayor,3264.8
463,Adventure,Daniel Garcia,34.3
464,Adventure,Dave Green,281746.8
465,Adventure,Dave Grossman,1206.9
466,Adventure,David Acomba,20942.4
467,Adventure,David Ayer,1661338.8
468,Adventure,David Bond,700.4
469,Adventure,David Soren,413075.0
470,Adventure,David Yates,4496415.3
471,Adventure,Dean DeBlois,2935048.55
472,Adventure,Dennis Lenart,1861.5
473,Adventure,Don Hall,2276385.0
474,Adventure,Donovan Cook,78932.2
475,Adventure,Doug Campbell,3665.1
476,Adventure,Doug Liman,3516771.9
477,Adventure,Doug Sweetland,42889.0
478,Adventure,Edward Zwick,80044.8
479,Adventure,Eiichirô Hasumi,1014.6
480,Adventure,Eric Darnell,413323.0
481,Adventure,Eric Parsons,1251.6
482,Adventure,Erik Canuel,9836.8
483,Adventure,Ernesto Padrón,363.0
484,Adventure,Ethan Spaulding,87280.9
485,Adventure,Fergal Reilly,270912.6
486,Adventure,Ferit Karahan,542.4
487,Adventure,Francis Lawrence,2376979.03333
488,Adventure,Frank Coraci,405246.0
489,Adventure,Fred Olen Ray,1101.6
490,Adventure,Galen T. Chu,127828.2
491,Adventure,Gareth Edwards,1990651.0
492,Adventure,Garson Yu,37802.7
493,Adventure,Gary Rydstrom,40304.2
494,Adventure,George Lucas,7623190.75556
495,Adventure,Gore Verbinski,1200524.0
496,Adventure,Graham Annable,291203.2
497,Adventure,Grant Harvey,1632.4
498,Adventure,Greg Tiernan,418138.5
499,Adventure,Guillermo del Toro,2717771.0
500,Adventure,Gun Ho Jang,7557.8
501,Adventure,Hanh Nguyen,525.6
502,Adventure,Hans Dieter Edler,80.0
503,Adventure,Hansjörg Thurn,1005.1
504,Adventure,Hiromasa Yonebayashi,422722.3
505,Adventure,Ian Sharp,19051.5
506,Adventure,J Blakeson,328432.0
507,Adventure,J.C. Chandor,417746.7
508,Adventure,J.J. Abrams,4015250.9
509,Adventure,Jack Thomas Smith,831.9
510,Adventure,Jacqui Busséy,165.3
511,Adventure,Jake Szymanski,190850.7
512,Adventure,James Bobin,201826.45
513,Adventure,James Gunn,5742090.0
514,Adventure,James Mangold,2239294.1
515,Adventure,James Rolfe,31424.4
516,Adventure,Jared Bush,1789508.7
517,Adventure,Jason Cohen,738.1
518,Adventure,Javier Ruiz Caldera,15366.4
519,Adventure,Jay Oliva,72486.8
520,Adventure,Jean-Maxime Moris,2613.4
521,Adventure,Jeff Nichols,264221.2
522,Adventure,Jennifer Lee,3267908.8
523,Adventure,Jennifer Yuh Nelson,547027.2
524,Adventure,Jeremy Coon,5388.9
525,Adventure,Jianqi Huo,81.9
526,Adventure,Jim Sonzero,37802.7
527,Adventure,Jimmy Hayward,107911.0
528,Adventure,Joe Carnahan,1455104.8
529,Adventure,Joe Russo,3353511.1
530,Adventure,Joel Ashton McCarthy,742.0
531,Adventure,John Carpenter,690054.4
532,Adventure,John Curran,142128.0
533,Adventure,John Dilworth,553.8
534,Adventure,John Fitzgerald,127.8
535,Adventure,John Garside,127.5
536,Adventure,John Robert Moore,795.0
537,Adventure,John Schultz,6453.8
538,Adventure,Jon Favreau,1167382.8
539,Adventure,Jon Harris,192333.8
540,Adventure,Jonathan A. Rosenbaum,891.0
541,Adventure,Jonathan Judge,210.0
542,Adventure,Jonathan Liebesman,1016080.3
543,Adventure,Jorge R. Gutiérrez,343457.7
544,Adventure,Josh Weisbrod,44.8
545,Adventure,Joss Whedon,3593730.0
546,Adventure,Juan Pesquera,262.4
547,Adventure,Jules Bass,68550.8
548,Adventure,Julian Gerighty,873.6
549,Adventure,Jun Shishido,3052.8
550,Adventure,Justin Moe,89.7
551,Adventure,Justin Zagri,890.1
552,Adventure,Karsten Kiilerich,587.5
553,Adventure,Katie Hallahan,55.3
554,Adventure,Keir Burrows,40.0
555,Adventure,Keitarô Motonaga,445.3
556,Adventure,Kevin Cline,86.4
557,Adventure,Kevin Finn,31424.4
558,Adventure,Kirk De Micco,1123886.1
559,Adventure,Klay Hall,206108.8
560,Adventure,Kris Pearn,427700.0
561,Adventure,Kyle Balda,950316.8
562,Adventure,Kyle Romanek,138.7
563,Adventure,Kôbun Shizuno,2058.0
564,Adventure,Lakpathy Wijesekara,184.8
565,Adventure,Len Wiseman,1080832.8
566,Adventure,Liam O'Brien,37802.7
567,Adventure,Lloyd Newson,61.2
568,Adventure,Louis Clichy,45941.0
569,Adventure,Louis Leterrier,1347473.4
570,Adventure,M. Night Shyamalan,787915.1
571,Adventure,Manny Edwards,80.6
572,Adventure,Marc Forster,3315333.0
573,Adventure,Marc Pierschel,1879.8
574,Adventure,Marc Webb,2197700.5
575,Adventure,Marc Wiese,79.0
576,Adventure,Marina Migunova,475.0
577,Adventure,Mark Burton,186753.8
578,Adventure,Mark Cartier,410.0
579,Adventure,Mark Jean,1020.7
580,Adventure,Martijn van Nellestijn,93.1
581,Adventure,Martin Campbell,1267856.8
582,Adventure,Matt Knighton,60.8
583,Adventure,Matthew Vaughn,3644978.05
584,Adventure,Michael Bay,3684161.6
585,Adventure,Michael Pellerin,88.4
586,Adventure,Mike Mitchell,111361.05
587,Adventure,Mike Newell,1492161.0
588,Adventure,Mike Thurmeier,127828.2
589,Adventure,Motomu Toriyama,1383.8
590,Adventure,Neil Marshall,1139767.2
591,Adventure,Neil Nightingale,47044.4
592,Adventure,Nicholas Stoller,42889.0
593,Adventure,Nick Broomfield,5616.6
594,Adventure,Nick Lawrence,31.0
595,Adventure,Nick Royer,176.9
596,Adventure,Nikhil Chandwani,60.2
597,Adventure,Patrick Hughes,798313.1
598,Adventure,Paul Hoen,15266.0
599,Adventure,Paul Tibbitt,211044.0
600,Adventure,Paul Ziller,7272.0
601,Adventure,Pete Docter,3014738.2
602,Adventure,Peter Jackson,6855419.1
603,Adventure,Peter Lepeniotis,116092.8
604,Adventure,Peter Sohn,471954.0
605,Adventure,Peter Tsaykel,1494.0
606,Adventure,Peyton Reed,2450421.2
607,Adventure,Phil Lord,1962144.6
608,Adventure,Philippe Garrel,6617.6
609,Adventure,Pierre Coffin,1572097.15
610,Adventure,Rachel Tucker,31.0
611,Adventure,Rania Attieh,34.3
612,Adventure,Rich Moore,1789508.7
613,Adventure,Richard Starzak,186753.8
614,Adventure,Rick Morales,3658.2
615,Adventure,Ridley Scott,803961.7
616,Adventure,Rob Letterman,329697.9
617,Adventure,Rob Marshall,624834.0
618,Adventure,Rob Meltzer,48800.0
619,Adventure,Rob Minkoff,338762.4
620,Adventure,Rob Tapert,2371.6
621,Adventure,Robert McCallum,2211.6
622,Adventure,Robert Stromberg,1810634.0
623,Adventure,Roberta Grossman,2550.6
624,Adventure,Roberts Gannaway,76710.0
625,Adventure,Robin Budd,78932.2
626,Adventure,Rod Edge,276159.0
627,Adventure,Roger Christian,3272.4
628,Adventure,Roland Emmerich,496962.0
629,Adventure,Ron Howard,204704.0
630,Adventure,Ronnie Del Carmen,3014738.2
631,Adventure,Ryan Curtis,159.9
632,Adventure,Sam Handel,440.2
633,Adventure,Sam Liu,55742.1
634,Adventure,Sam Mendes,1965594.4
635,Adventure,Sam Raimi,2590539.05
636,Adventure,Sandor Jesse,418.0
637,Adventure,Sascha Hartmann,1612.8
638,Adventure,Scott Derrickson,348520.0
639,Adventure,Sean K. Robb,114.4
640,Adventure,Sean Penn,3579578.8
641,Adventure,Sean Pierce,86.4
642,Adventure,Sefton Hill,54698.6
643,Adventure,Sergio Avilés,110.5
644,Adventure,Seymore Butts,29.0
645,Adventure,Shane Black,4086144.0
646,Adventure,Shane Van Dyke,14243.2
647,Adventure,Shinji Aramaki,55217.5
648,Adventure,Shinji Higuchi,44421.0
649,Adventure,Simon J. Smith,413323.0
650,Adventure,Stanley Kubrick,3634835.6
651,Adventure,Stefan Schwartz,10179.6
652,Adventure,Stephen Daldry,108964.8
653,Adventure,Steve 'Spaz' Williams,101775.9
654,Adventure,Steve Binder,20942.4
655,Adventure,Steve Fisher,695.8
656,Adventure,Steve Martino,217955.8
657,Adventure,Steven Spielberg,2204702.5
658,Adventure,Stéphane Beley,873.6
659,Adventure,Susanne Bier,175881.6
660,Adventure,Svetoslav Stoyanov,897.6
661,Adventure,Taavi Vartia,512.3
662,Adventure,Takashi Minamoto,774.7
663,Adventure,Takeshi Nozue,66045.0
664,Adventure,Takeshi Sakamoto,81.0
665,Adventure,The Lowpriest,94.4
666,Adventure,Tim Burke,84.7
667,Adventure,Tim Hill,8372.0
668,Adventure,Tim Johnson,488644.4
669,Adventure,Tim Miller,4295519.1
670,Adventure,Tim Skousen,5388.9
671,Adventure,Todd E. Freeman,40.0
672,Adventure,Todd Howard,26912.2
673,Adventure,Todd S. Kniss,61.6
674,Adventure,Todd Strauss-Schulson,351206.1
675,Adventure,Tom Muschamp,264.0
676,Adventure,Tomm Moore,231092.4
677,Adventure,Toshio Ohashi,37802.7
678,Adventure,Travis Bain,686.4
679,Adventure,Travis Knight,132667.2
680,Adventure,Travis Neal,37.1
681,Adventure,Trevor Wall,19114.2
682,Adventure,Trey Stokes,5241.6
683,Adventure,Uli Edel,55321.9
684,Adventure,Ute von Münchow-Pohl,418.0
685,Adventure,Valentina Monti,48.3
686,Adventure,Vincent Kesteloot,13610.4
687,Adventure,Vishal Solanki,525.6
688,Adventure,Walt Dohrn,11678.1
689,Adventure,Walter Salles,205307.7
690,Adventure,Wes Anderson,4004218.8
691,Adventure,Wolf Gremm,57.6
692,Adventure,Xiaoxing Yi,993.6
693,Adventure,Yannis Fagras,153.7
694,Adventure,Yarrow Cheney,495699.6
695,Adventure,Yuka Kobayashi,81.0
696,Adventure,Zach Harris,86.4
697,Adventure,Zack Snyder,3399949.7
698,Animation,Akiyuki Shinbo,4882.8
699,Animation,Alessandro Carloni,547027.2
700,Animation,Alexander Von David,4882.8
701,Animation,Alexandre Astier,45941.0
702,Animation,Alli Sadegiani,390.4
703,Animation,Andrew Beall,6387.5
704,Animation,Andrew Stanton,704694.8
705,Animation,Angus MacLane,704694.8
706,Animation,Anthony Stacchi,291203.2
707,Animation,Aron Bothman,58.0
708,Animation,Arthur Rankin Jr.,68550.8
709,Animation,Ashley Graham,511.2
710,Animation,Barry Cook,47044.4
711,Animation,Ben Stassen,13610.4
712,Animation,Bernardo Britto,1239.7
713,Animation,Bill Plympton,1072.1
714,Animation,Borbála Mészáros,57.0
715,Animation,Brandon Vietti,6454.6
716,Animation,Brandon Weaver,100.1
