,Released,imdbID,Released_DateTime,Released_Year,Released_Month
6008,,tt2963344,,,
6009,16 Aug 2013,tt2963606,2013-08-16,2013.0,8.0
6010,15 Jun 2013,tt2963662,2013-06-15,2013.0,6.0
6011,18 Mar 2013,tt2963664,2013-03-18,2013.0,3.0
6012,03 Feb 2013,tt2964352,2013-02-03,2013.0,2.0
6013,15 May 2013,tt2965194,2013-05-15,2013.0,5.0
6014,06 Jun 2013,tt2965258,2013-06-06,2013.0,6.0
6015,12 Apr 2013,tt2965262,2013-04-12,2013.0,4.0
6016,,tt2965444,,,
6017,02 Jun 2013,tt2965452,2013-06-02,2013.0,6.0
6018,13 Apr 2014,tt2966848,2014-04-13,2014.0,4.0
6019,29 May 2013,tt2967124,2013-05-29,2013.0,5.0
6020,01 Jul 2013,tt2967166,2013-07-01,2013.0,7.0
6021,11 Jun 2013,tt2967368,2013-06-11,2013.0,6.0
6022,24 Apr 2014,tt2968404,2014-04-24,2014.0,4.0
6023,21 Apr 2013,tt2968430,2013-04-21,2013.0,4.0
6024,,tt2968916,,,
6025,12 Jun 2013,tt2969192,2013-06-12,2013.0,6.0
6026,,tt2970350,,,
6027,23 May 2013,tt2970646,2013-05-23,2013.0,5.0
6028,27 May 2013,tt2971366,2013-05-27,2013.0,5.0
6029,26 Mar 2013,tt2972020,2013-03-26,2013.0,3.0
6030,01 Feb 2013,tt2973110,2013-02-01,2013.0,2.0
6031,12 Feb 2013,tt2973460,2013-02-12,2013.0,2.0
6032,,tt2973620,,,
6033,01 Jul 2013,tt2973622,2013-07-01,2013.0,7.0
6034,25 May 2013,tt2973790,2013-05-25,2013.0,5.0
6035,31 Dec 2013,tt2974130,2013-12-31,2013.0,12.0
6036,21 Nov 2014,tt2974350,2014-11-21,2014.0,11.0
6037,23 May 2015,tt2974404,2015-05-23,2015.0,5.0
6038,29 Sep 2013,tt2974822,2013-09-29,2013.0,9.0
6039,30 May 2013,tt2975574,2013-05-30,2013.0,5.0
6040,18 Jul 2014,tt2975578,2014-07-18,2014.0,7.0
6041,06 May 2013,tt2976246,2013-05-06,2013.0,5.0
6042,07 Apr 2013,tt2977528,2013-04-07,2013.0,4.0
6043,,tt2977620,,,
6044,,tt2977776,,,
6045,01 May 2013,tt2978140,2013-05-01,2013.0,5.0
6046,12 Sep 2014,tt2978462,2014-09-12,2014.0,9.0
6047,01 Oct 2013,tt2978882,2013-10-01,2013.0,10.0
6048,26 Feb 2014,tt2979432,2014-02-26,2014.0,2.0
6049,01 Jun 2013,tt2979846,2013-06-01,2013.0,6.0
6050,18 Jul 2014,tt2980706,2014-07-18,2014.0,7.0
6051,20 Jan 2014,tt2980938,2014-01-20,2014.0,1.0
6052,10 Jun 2013,tt2981342,2013-06-10,2013.0,6.0
6053,01 Jul 2013,tt2981372,2013-07-01,2013.0,7.0
6054,10 Apr 2013,tt2981442,2013-04-10,2013.0,4.0
6055,30 Jan 2013,tt2981742,2013-01-30,2013.0,1.0
6056,07 Jun 2013,tt2982546,2013-06-07,2013.0,6.0
6057,,tt2982780,,,
6058,,tt2983142,,,
6059,21 Aug 2013,tt2983316,2013-08-21,2013.0,8.0
6060,07 Sep 2013,tt2983646,2013-09-07,2013.0,9.0
6061,,tt2983720,,,
6062,04 Jul 2013,tt2983812,2013-07-04,2013.0,7.0
6063,,tt2984014,,,
6064,,tt2984122,,,
6065,04 Jun 2013,tt2984722,2013-06-04,2013.0,6.0
6066,,tt2984922,,,
6067,13 May 2013,tt2987588,2013-05-13,2013.0,5.0
6068,22 Jun 2013,tt2987612,2013-06-22,2013.0,6.0
6069,13 Mar 2013,tt2987868,2013-03-13,2013.0,3.0
6070,10 Aug 2013,tt2988068,2013-08-10,2013.0,8.0
6071,04 May 2013,tt2989272,2013-05-04,2013.0,5.0
6072,,tt2989584,,,
6073,30 Sep 2013,tt2990002,2013-09-30,2013.0,9.0
6074,,tt2990142,,,
6075,25 Mar 2013,tt2990558,2013-03-25,2013.0,3.0
6076,08 Aug 2013,tt2990734,2013-08-08,2013.0,8.0
6077,,tt2991246,,,
6078,24 Apr 2013,tt2991282,2013-04-24,2013.0,4.0
6079,11 May 2013,tt2992482,2013-05-11,2013.0,5.0
6080,02 Jun 2014,tt2992646,2014-06-02,2014.0,6.0
6081,13 May 2013,tt2993474,2013-05-13,2013.0,5.0
6082,13 Feb 2013,tt2993954,2013-02-13,2013.0,2.0
6083,,tt2994108,,,
6084,01 May 2013,tt2994130,2013-05-01,2013.0,5.0
6085,29 May 2013,tt2994246,2013-05-29,2013.0,5.0
6086,30 Jun 2013,tt2994282,2013-06-30,2013.0,6.0
6087,02 Oct 2013,tt2994328,2013-10-02,2013.0,10.0
6088,24 Jun 2013,tt2994630,2013-06-24,2013.0,6.0
6089,01 Jun 2013,tt2994712,2013-06-01,2013.0,6.0
6090,10 Oct 2013,tt2994904,2013-10-10,2013.0,10.0
6091,29 Apr 2014,tt2994948,2014-04-29,2014.0,4.0
6092,26 Jul 2013,tt2996674,2013-07-26,2013.0,7.0
6093,01 Feb 2015,tt2996684,2015-02-01,2015.0,2.0
6094,,tt2996954,,,
6095,20 May 2013,tt2996970,2013-05-20,2013.0,5.0
6096,01 Jul 2013,tt2997600,2013-07-01,2013.0,7.0
6097,13 Jun 2013,tt2998912,2013-06-13,2013.0,6.0
6098,,tt2999614,,,
6099,02 Jul 2013,tt3000128,2013-07-02,2013.0,7.0
6100,21 Jun 2013,tt3000390,2013-06-21,2013.0,6.0
6101,05 Feb 2013,tt3000760,2013-02-05,2013.0,2.0
6102,,tt3000882,,,
6103,31 May 2014,tt3001622,2014-05-31,2014.0,5.0
6104,15 Jun 2013,tt3002548,2013-06-15,2013.0,6.0
6105,27 Jun 2013,tt3002664,2013-06-27,2013.0,6.0
6106,28 Jul 2013,tt3002852,2013-07-28,2013.0,7.0
6107,26 Jan 2013,tt3003266,2013-01-26,2013.0,1.0
6108,19 Jul 2013,tt3004008,2013-07-19,2013.0,7.0
6109,22 Jun 2013,tt3004272,2013-06-22,2013.0,6.0
6110,,tt3004488,,,
6111,11 Jan 2013,tt3004666,2013-01-11,2013.0,1.0
6112,,tt3004670,,,
6113,,tt3004674,,,
6114,,tt3004676,,,
6115,,tt3004678,,,
6116,,tt3004680,,,
6117,,tt3004684,,,
6118,,tt3004686,,,
6119,,tt3004694,,,
6120,,tt3004696,,,
6121,17 May 2013,tt3004840,2013-05-17,2013.0,5.0
6122,01 Jul 2013,tt3004984,2013-07-01,2013.0,7.0
6123,16 Jan 2013,tt3005022,2013-01-16,2013.0,1.0
6124,01 Jan 2013,tt3005310,2013-01-01,2013.0,1.0
6125,29 Jun 2013,tt3005356,2013-06-29,2013.0,6.0
6126,10 Jun 2013,tt3006048,2013-06-10,2013.0,6.0
6127,08 Mar 2013,tt3006576,2013-03-08,2013.0,3.0
6128,01 Apr 2013,tt3006678,2013-04-01,2013.0,4.0
6129,01 Jun 2013,tt3006824,2013-06-01,2013.0,6.0
6130,24 Jun 2013,tt3006856,2013-06-24,2013.0,6.0
6131,04 Jul 2013,tt3006920,2013-07-04,2013.0,7.0
6132,20 Jun 2013,tt3007002,2013-06-20,2013.0,6.0
6133,,tt3007120,,,
6134,01 Feb 2013,tt3007518,2013-02-01,2013.0,2.0
6135,01 Jun 2013,tt3008364,2013-06-01,2013.0,6.0
6136,03 Jul 2013,tt3008834,2013-07-03,2013.0,7.0
6137,16 Nov 2013,tt3009336,2013-11-16,2013.0,11.0
6138,01 Jun 2014,tt3009444,2014-06-01,2014.0,6.0
6139,26 Jun 2013,tt3009472,2013-06-26,2013.0,6.0
6140,07 Jun 2014,tt3009480,2014-06-07,2014.0,6.0
6141,01 Jul 2013,tt3009924,2013-07-01,2013.0,7.0
6142,26 Jun 2013,tt3010388,2013-06-26,2013.0,6.0
6143,,tt3010564,,,
6144,11 Jul 2013,tt3010656,2013-07-11,2013.0,7.0
6145,09 Jun 2013,tt3011066,2013-06-09,2013.0,6.0
6146,26 Jun 2013,tt3011212,2013-06-26,2013.0,6.0
6147,26 Jun 2013,tt3012018,2013-06-26,2013.0,6.0
6148,19 Apr 2013,tt3012160,2013-04-19,2013.0,4.0
6149,19 Apr 2013,tt3012184,2013-04-19,2013.0,4.0
6150,18 Sep 2013,tt3012492,2013-09-18,2013.0,9.0
6151,19 Apr 2013,tt3012532,2013-04-19,2013.0,4.0
6152,17 Mar 2013,tt3012598,2013-03-17,2013.0,3.0
6153,03 May 2013,tt3012894,2013-05-03,2013.0,5.0
6154,,tt3013450,,,
6155,28 Jun 2013,tt3013522,2013-06-28,2013.0,6.0
6156,,tt3013658,,,
6157,09 Aug 2013,tt3013930,2013-08-09,2013.0,8.0
6158,28 Jun 2013,tt3014490,2013-06-28,2013.0,6.0
6159,27 Oct 2013,tt3014624,2013-10-27,2013.0,10.0
6160,,tt3014626,,,
6161,25 Jun 2013,tt3014720,2013-06-25,2013.0,6.0
6162,19 Apr 2013,tt3014912,2013-04-19,2013.0,4.0
6163,27 Mar 2013,tt3015094,2013-03-27,2013.0,3.0
6164,06 May 2013,tt3015264,2013-05-06,2013.0,5.0
6165,,tt3015674,,,
6166,29 Jun 2013,tt3016344,2013-06-29,2013.0,6.0
6167,20 Apr 2013,tt3016578,2013-04-20,2013.0,4.0
6168,04 Jul 2013,tt3017220,2013-07-04,2013.0,7.0
6169,21 Nov 2014,tt3017412,2014-11-21,2014.0,11.0
6170,27 Jun 2013,tt3018364,2013-06-27,2013.0,6.0
6171,20 Apr 2013,tt3018810,2013-04-20,2013.0,4.0
6172,21 Jan 2013,tt3019262,2013-01-21,2013.0,1.0
6173,01 Jul 2013,tt3019342,2013-07-01,2013.0,7.0
6174,24 Dec 2013,tt3019418,2013-12-24,2013.0,12.0
6175,,tt3019450,,,
6176,,tt3019700,,,
6177,01 Jul 2013,tt3020154,2013-07-01,2013.0,7.0
6178,,tt3020264,,,
6179,01 Jul 2013,tt3020682,2013-07-01,2013.0,7.0
6180,06 Feb 2013,tt3020796,2013-02-06,2013.0,2.0
6181,06 Mar 2015,tt3021360,2015-03-06,2015.0,3.0
6182,01 Jul 2013,tt3022508,2013-07-01,2013.0,7.0
6183,,tt3024438,,,
6184,01 Nov 2013,tt3024704,2013-11-01,2013.0,11.0
6185,,tt3024810,,,
6186,01 Jul 2013,tt3025364,2013-07-01,2013.0,7.0
6187,,tt3025456,,,
6188,15 Mar 2013,tt3025474,2013-03-15,2013.0,3.0
6189,29 Jun 2013,tt3025762,2013-06-29,2013.0,6.0
6190,02 Jul 2013,tt3025768,2013-07-02,2013.0,7.0
6191,01 May 2013,tt3026380,2013-05-01,2013.0,5.0
6192,06 Jun 2013,tt3026854,2013-06-06,2013.0,6.0
6193,01 May 2014,tt3027140,2014-05-01,2014.0,5.0
6194,14 Feb 2014,tt3028180,2014-02-14,2014.0,2.0
6195,15 Jun 2013,tt3029300,2013-06-15,2013.0,6.0
6196,19 Jul 2013,tt3030752,2013-07-19,2013.0,7.0
6197,,tt3031510,,,
6198,25 Sep 2013,tt3031586,2013-09-25,2013.0,9.0
6199,12 Jun 2013,tt3031784,2013-06-12,2013.0,6.0
6200,,tt3031812,,,
6201,04 Dec 2014,tt3031966,2014-12-04,2014.0,12.0
6202,04 May 2013,tt3031986,2013-05-04,2013.0,5.0
6203,17 Sep 2013,tt3033218,2013-09-17,2013.0,9.0
6204,11 Jul 2013,tt3034412,2013-07-11,2013.0,7.0
6205,23 Apr 2013,tt3034572,2013-04-23,2013.0,4.0
6206,12 Jul 2013,tt3035426,2013-07-12,2013.0,7.0
6207,14 Oct 2014,tt3036676,2014-10-14,2014.0,10.0
6208,04 Jun 2013,tt3037064,2013-06-04,2013.0,6.0
6209,11 Jul 2013,tt3037520,2013-07-11,2013.0,7.0
6210,01 Jun 2013,tt3038032,2013-06-01,2013.0,6.0
6211,01 Mar 2014,tt3038126,2014-03-01,2014.0,3.0
6212,30 Jan 2013,tt3038252,2013-01-30,2013.0,1.0
6213,11 Feb 2013,tt3038566,2013-02-11,2013.0,2.0
6214,16 Mar 2013,tt3038596,2013-03-16,2013.0,3.0
6215,06 Dec 2013,tt3038670,2013-12-06,2013.0,12.0
6216,06 May 2013,tt3038700,2013-05-06,2013.0,5.0
6217,09 Apr 2014,tt3038744,2014-04-09,2014.0,4.0
6218,26 Apr 2013,tt3038868,2013-04-26,2013.0,4.0
6219,30 Jan 2013,tt3038906,2013-01-30,2013.0,1.0
6220,28 Mar 2014,tt3039076,2014-03-28,2014.0,3.0
6221,26 Apr 2013,tt3039226,2013-04-26,2013.0,4.0
6222,08 Jul 2013,tt3039270,2013-07-08,2013.0,7.0
6223,20 Aug 2013,tt3039424,2013-08-20,2013.0,8.0
6224,17 May 2013,tt3039448,2013-05-17,2013.0,5.0
6225,09 May 2013,tt3039522,2013-05-09,2013.0,5.0
6226,18 Jun 2013,tt3040152,2013-06-18,2013.0,6.0
6227,,tt3040884,,,
6228,27 Feb 2013,tt3041194,2013-02-27,2013.0,2.0
6229,,tt3041284,,,
6230,10 Jun 2013,tt3041308,2013-06-10,2013.0,6.0
6231,15 Jun 2013,tt3041356,2013-06-15,2013.0,6.0
6232,29 Jun 2013,tt3041534,2013-06-29,2013.0,6.0
6233,09 Jul 2013,tt3042520,2013-07-09,2013.0,7.0
6234,23 Sep 2013,tt3042526,2013-09-23,2013.0,9.0
6235,10 Aug 2013,tt3042722,2013-08-10,2013.0,8.0
6236,25 Aug 2013,tt3042846,2013-08-25,2013.0,8.0
6237,06 Jun 2013,tt3043132,2013-06-06,2013.0,6.0
6238,15 Jul 2013,tt3043514,2013-07-15,2013.0,7.0
6239,,tt3044736,,,
6240,,tt3044834,,,
6241,15 Nov 2013,tt3045044,2013-11-15,2013.0,11.0
6242,16 Jul 2013,tt3045152,2013-07-16,2013.0,7.0
6243,20 Apr 2013,tt3045268,2013-04-20,2013.0,4.0
6244,01 Aug 2014,tt3052478,2014-08-01,2014.0,8.0
6245,,tt3052736,,,
6246,16 Jul 2013,tt3053112,2013-07-16,2013.0,7.0
6247,18 Jul 2013,tt3053182,2013-07-18,2013.0,7.0
6248,01 Jul 2013,tt3053204,2013-07-01,2013.0,7.0
6249,,tt3053574,,,
6250,14 Jun 2013,tt3054194,2013-06-14,2013.0,6.0
6251,16 Jun 2013,tt3054698,2013-06-16,2013.0,6.0
6252,02 May 2013,tt3056046,2013-05-02,2013.0,5.0
6253,21 Jul 2013,tt3056312,2013-07-21,2013.0,7.0
6254,22 Sep 2016,tt3057572,2016-09-22,2016.0,9.0
6255,11 Apr 2014,tt3057636,2014-04-11,2014.0,4.0
6256,21 Jul 2013,tt3057670,2013-07-21,2013.0,7.0
6257,21 Jun 2013,tt3058036,2013-06-21,2013.0,6.0
6258,14 Apr 2013,tt3058296,2013-04-14,2013.0,4.0
6259,10 Jun 2013,tt3058690,2013-06-10,2013.0,6.0
6260,16 Jul 2013,tt3059436,2013-07-16,2013.0,7.0
6261,05 Dec 2013,tt3059638,2013-12-05,2013.0,12.0
6262,04 Jul 2013,tt3060096,2013-07-04,2013.0,7.0
6263,01 May 2013,tt3060202,2013-05-01,2013.0,5.0
6264,01 Mar 2013,tt3060956,2013-03-01,2013.0,3.0
6265,07 Apr 2014,tt3061050,2014-04-07,2014.0,4.0
6266,10 May 2013,tt3061204,2013-05-10,2013.0,5.0
6267,30 Jul 2014,tt3062074,2014-07-30,2014.0,7.0
6268,25 Jul 2013,tt3063316,2013-07-25,2013.0,7.0
6269,26 Jul 2013,tt3063604,2013-07-26,2013.0,7.0
6270,09 Jan 2013,tt3064576,2013-01-09,2013.0,1.0
6271,01 Jun 2013,tt3064658,2013-06-01,2013.0,6.0
6272,13 Oct 2013,tt3064708,2013-10-13,2013.0,10.0
6273,16 Jul 2013,tt3064970,2013-07-16,2013.0,7.0
6274,,tt3065446,,,
6275,23 Jul 2013,tt3065466,2013-07-23,2013.0,7.0
6276,21 Apr 2013,tt3066220,2013-04-21,2013.0,4.0
6277,17 Jul 2013,tt3066352,2013-07-17,2013.0,7.0
6278,,tt3066354,,,
6279,,tt3066980,,,
6280,27 Jul 2013,tt3067462,2013-07-27,2013.0,7.0
6281,29 Jul 2013,tt3067470,2013-07-29,2013.0,7.0
6282,26 Jul 2013,tt3067512,2013-07-26,2013.0,7.0
6283,26 Jul 2013,tt3067512,2013-07-26,2013.0,7.0
6284,,tt3067628,,,
6285,30 Jul 2013,tt3067882,2013-07-30,2013.0,7.0
6286,,tt3069788,,,
6287,,tt3069998,,,
6288,,tt3071246,,,
6289,,tt3071758,,,
6290,,tt3071858,,,
6291,,tt3071942,,,
6292,12 May 2013,tt3072854,2013-05-12,2013.0,5.0
6293,20 Jun 2014,tt3073490,2014-06-20,2014.0,6.0
6294,,tt3073770,,,
6295,18 Jun 2013,tt3074254,2013-06-18,2013.0,6.0
6296,,tt3074366,,,
6297,01 Jul 2013,tt3074584,2013-07-01,2013.0,7.0
6298,07 Jul 2014,tt3075206,2014-07-07,2014.0,7.0
6299,05 Jun 2013,tt3075298,2013-06-05,2013.0,6.0
6300,15 Oct 2013,tt3075730,2013-10-15,2013.0,10.0
6301,,tt3076272,,,
6302,01 Oct 2013,tt3076586,2013-10-01,2013.0,10.0
6303,11 Mar 2013,tt3076808,2013-03-11,2013.0,3.0
6304,04 Oct 2013,tt3076982,2013-10-04,2013.0,10.0
6305,01 Sep 2013,tt3077386,2013-09-01,2013.0,9.0
6306,06 Oct 2014,tt3078602,2014-10-06,2014.0,10.0
6307,01 Oct 2013,tt3078774,2013-10-01,2013.0,10.0
6308,01 Aug 2013,tt3079544,2013-08-01,2013.0,8.0
6309,25 Jul 2013,tt3079648,2013-07-25,2013.0,7.0
6310,,tt3079900,,,
6311,22 Sep 2013,tt3081410,2013-09-22,2013.0,9.0
6312,09 Oct 2013,tt3081480,2013-10-09,2013.0,10.0
6313,28 Jul 2013,tt3081498,2013-07-28,2013.0,7.0
6314,,tt3082686,,,
6315,03 Aug 2013,tt3083012,2013-08-03,2013.0,8.0
6316,30 Apr 2013,tt3083924,2013-04-30,2013.0,4.0
6317,23 Jul 2013,tt3084090,2013-07-23,2013.0,7.0
6318,20 Jul 2013,tt3084778,2013-07-20,2013.0,7.0
6319,21 Jul 2013,tt3084798,2013-07-21,2013.0,7.0
6320,05 Apr 2013,tt3085462,2013-04-05,2013.0,4.0
6321,09 Jun 2013,tt3085932,2013-06-09,2013.0,6.0
6322,19 Jun 2013,tt3087134,2013-06-19,2013.0,6.0
6323,27 Jun 2013,tt3087136,2013-06-27,2013.0,6.0
6324,22 Mar 2013,tt3087324,2013-03-22,2013.0,3.0
6325,05 Aug 2013,tt3087558,2013-08-05,2013.0,8.0
6326,21 Jul 2013,tt3087682,2013-07-21,2013.0,7.0
6327,09 May 2013,tt3087990,2013-05-09,2013.0,5.0
6328,26 Nov 2013,tt3088036,2013-11-26,2013.0,11.0
6329,18 Jun 2014,tt3088200,2014-06-18,2014.0,6.0
6330,08 Oct 2013,tt3088306,2013-10-08,2013.0,10.0
6331,27 Jul 2013,tt3088384,2013-07-27,2013.0,7.0
6332,01 Jul 2013,tt3088682,2013-07-01,2013.0,7.0
6333,28 Jul 2013,tt3088932,2013-07-28,2013.0,7.0
6334,03 Sep 2013,tt3088960,2013-09-03,2013.0,9.0
6335,23 Jun 2013,tt3089234,2013-06-23,2013.0,6.0
6336,06 Dec 2013,tt3089426,2013-12-06,2013.0,12.0
6337,06 Nov 2014,tt3089904,2014-11-06,2014.0,11.0
6338,,tt3089954,,,
6339,01 Jun 2013,tt3090268,2013-06-01,2013.0,6.0
6340,24 May 2014,tt3090326,2014-05-24,2014.0,5.0
6341,22 May 2013,tt3090856,2013-05-22,2013.0,5.0
6342,28 May 2013,tt3090876,2013-05-28,2013.0,5.0
6343,30 Aug 2013,tt3091254,2013-08-30,2013.0,8.0
6344,07 Jan 2014,tt3091322,2014-01-07,2014.0,1.0
6345,,tt3091398,,,
6346,06 Aug 2013,tt3091542,2013-08-06,2013.0,8.0
6347,01 Jul 2013,tt3091810,2013-07-01,2013.0,7.0
6348,09 Jan 2013,tt3091968,2013-01-09,2013.0,1.0
6349,12 Feb 2014,tt3092076,2014-02-12,2014.0,2.0
6350,17 Jan 2014,tt3092606,2014-01-17,2014.0,1.0
6351,,tt3093680,,,
6352,01 Apr 2013,tt3093852,2013-04-01,2013.0,4.0
6353,01 Aug 2013,tt3094376,2013-08-01,2013.0,8.0
6354,,tt3095750,,,
6355,07 Aug 2013,tt3095848,2013-08-07,2013.0,8.0
6356,31 Jul 2013,tt3096976,2013-07-31,2013.0,7.0
6357,01 Aug 2013,tt3097272,2013-08-01,2013.0,8.0
6358,10 Jul 2013,tt3097642,2013-07-10,2013.0,7.0
6359,23 Jul 2013,tt3097902,2013-07-23,2013.0,7.0
6360,02 Aug 2013,tt3098562,2013-08-02,2013.0,8.0
6361,07 Aug 2013,tt3098774,2013-08-07,2013.0,8.0
6362,02 Sep 2013,tt3098812,2013-09-02,2013.0,9.0
6363,08 Aug 2013,tt3098918,2013-08-08,2013.0,8.0
6364,21 Apr 2013,tt3099310,2013-04-21,2013.0,4.0
6365,10 Apr 2013,tt3099480,2013-04-10,2013.0,4.0
6366,05 Jan 2013,tt3099708,2013-01-05,2013.0,1.0
6367,01 Sep 2014,tt3100458,2014-09-01,2014.0,9.0
6368,02 Aug 2013,tt3100592,2013-08-02,2013.0,8.0
6369,01 Jul 2013,tt3100634,2013-07-01,2013.0,7.0
6370,,tt3101092,,,
6371,05 Mar 2014,tt3101352,2014-03-05,2014.0,3.0
6372,14 Jul 2013,tt3102174,2013-07-14,2013.0,7.0
6373,29 Mar 2013,tt3102868,2013-03-29,2013.0,3.0
6374,,tt3103286,,,
6375,,tt3103528,,,
6376,26 Jun 2014,tt3103598,2014-06-26,2014.0,6.0
6377,18 Oct 2013,tt3104078,2013-10-18,2013.0,10.0
6378,01 Oct 2013,tt3104246,2013-10-01,2013.0,10.0
6379,24 Sep 2013,tt3104288,2013-09-24,2013.0,9.0
6380,,tt3104396,,,
6381,04 Feb 2013,tt3104402,2013-02-04,2013.0,2.0
6382,,tt3104506,,,
6383,10 Aug 2013,tt3104558,2013-08-10,2013.0,8.0
6384,,tt3104902,,,
6385,24 Sep 2013,tt3104922,2013-09-24,2013.0,9.0
6386,28 Jul 2013,tt3105458,2013-07-28,2013.0,7.0
6387,01 Jul 2013,tt3105676,2013-07-01,2013.0,7.0
6388,01 Jan 2013,tt3105800,2013-01-01,2013.0,1.0
6389,,tt3106052,,,
6390,21 Oct 2014,tt3106120,2014-10-21,2014.0,10.0
6391,,tt3106786,,,
6392,01 Jan 2014,tt3106836,2014-01-01,2014.0,1.0
6393,07 Aug 2013,tt3106976,2013-08-07,2013.0,8.0
6394,02 Feb 2013,tt3107308,2013-02-02,2013.0,2.0
6395,,tt3107812,,,
6396,01 Dec 2013,tt3107830,2013-12-01,2013.0,12.0
6397,,tt3107932,,,
6398,05 Mar 2015,tt3108260,2015-03-05,2015.0,3.0
6399,01 Feb 2014,tt3108438,2014-02-01,2014.0,2.0
6400,16 Jul 2013,tt3108626,2013-07-16,2013.0,7.0
6401,15 May 2013,tt3108656,2013-05-15,2013.0,5.0
6402,,tt3109234,,,
6403,,tt3109240,,,
6404,12 Aug 2013,tt3109614,2013-08-12,2013.0,8.0
6405,,tt3110546,,,
6406,,tt3110580,,,
6407,,tt3110590,,,
6408,12 Apr 2013,tt3110842,2013-04-12,2013.0,4.0
6409,22 Aug 2013,tt3110942,2013-08-22,2013.0,8.0
6410,08 Jul 2013,tt3111136,2013-07-08,2013.0,7.0
6411,29 Aug 2013,tt3111612,2013-08-29,2013.0,8.0
6412,,tt3112570,,,
6413,19 May 2013,tt3112842,2013-05-19,2013.0,5.0
6414,14 Aug 2013,tt3112902,2013-08-14,2013.0,8.0
6415,13 Jun 2013,tt3114008,2013-06-13,2013.0,6.0
6416,,tt3115260,,,
6417,11 Aug 2013,tt3115478,2013-08-11,2013.0,8.0
6418,01 Dec 2013,tt3115718,2013-12-01,2013.0,12.0
6419,04 Apr 2014,tt3115864,2014-04-04,2014.0,4.0
6420,,tt3115876,,,
6421,07 Nov 2014,tt3116764,2014-11-07,2014.0,11.0
6422,01 Aug 2013,tt3116986,2013-08-01,2013.0,8.0
6423,19 Aug 2013,tt3117588,2013-08-19,2013.0,8.0
6424,,tt3117888,,,
6425,01 Jun 2013,tt3118244,2013-06-01,2013.0,6.0
6426,31 Jul 2013,tt3119684,2013-07-31,2013.0,7.0
6427,14 Aug 2013,tt3119764,2013-08-14,2013.0,8.0
6428,12 Aug 2013,tt3120210,2013-08-12,2013.0,8.0
6429,01 Jun 2013,tt3120366,2013-06-01,2013.0,6.0
6430,,tt3120386,,,
6431,,tt3120688,,,
6432,,tt3120700,,,
6433,14 Oct 2013,tt3120810,2013-10-14,2013.0,10.0
6434,20 Oct 2013,tt3121524,2013-10-20,2013.0,10.0
6435,15 Nov 2014,tt3121562,2014-11-15,2014.0,11.0
6436,03 Apr 2014,tt3122174,2014-04-03,2014.0,4.0
6437,07 May 2013,tt3122370,2013-05-07,2013.0,5.0
6438,01 Jun 2013,tt3122396,2013-06-01,2013.0,6.0
6439,,tt3122420,,,
6440,,tt3122444,,,
6441,22 Sep 2013,tt3122644,2013-09-22,2013.0,9.0
6442,15 Aug 2013,tt3123152,2013-08-15,2013.0,8.0
6443,18 Aug 2013,tt3123506,2013-08-18,2013.0,8.0
6444,21 Aug 2013,tt3123970,2013-08-21,2013.0,8.0
6445,01 Oct 2013,tt3124114,2013-10-01,2013.0,10.0
6446,01 Oct 2013,tt3124420,2013-10-01,2013.0,10.0
6447,16 May 2014,tt3125472,2014-05-16,2014.0,5.0
6448,,tt3125684,,,
6449,01 Aug 2013,tt3125746,2013-08-01,2013.0,8.0
6450,05 Aug 2013,tt3125952,2013-08-05,2013.0,8.0
6451,15 Oct 2013,tt3126560,2013-10-15,2013.0,10.0
6452,,tt3127152,,,
6453,07 Sep 2013,tt3127214,2013-09-07,2013.0,9.0
6454,22 Aug 2013,tt3127398,2013-08-22,2013.0,8.0
6455,01 Jul 2013,tt3127584,2013-07-01,2013.0,7.0
6456,01 Jul 2013,tt3127798,2013-07-01,2013.0,7.0
6457,01 Sep 2014,tt3128038,2014-09-01,2014.0,9.0
6458,01 Mar 2013,tt3128342,2013-03-01,2013.0,3.0
6459,26 Jan 2013,tt3128372,2013-01-26,2013.0,1.0
6460,,tt3128726,,,
6461,16 Aug 2013,tt3129176,2013-08-16,2013.0,8.0
6462,01 Nov 2013,tt3129192,2013-11-01,2013.0,11.0
6463,14 Feb 2014,tt3130282,2014-02-14,2014.0,2.0
6464,12 Aug 2013,tt3130324,2013-08-12,2013.0,8.0
6465,16 Aug 2013,tt3130382,2013-08-16,2013.0,8.0
6466,03 Oct 2013,tt3130518,2013-10-03,2013.0,10.0
6467,18 Mar 2015,tt3130742,2015-03-18,2015.0,3.0
6468,27 Aug 2013,tt3130852,2013-08-27,2013.0,8.0
6469,,tt3131246,,,
6470,14 Jul 2013,tt3131256,2013-07-14,2013.0,7.0
6471,14 Jul 2013,tt3131346,2013-07-14,2013.0,7.0
6472,18 Jul 2013,tt3132328,2013-07-18,2013.0,7.0
6473,,tt3132514,,,
6474,,tt3132628,,,
6475,03 Mar 2014,tt3132718,2014-03-03,2014.0,3.0
6476,07 Sep 2013,tt3132720,2013-09-07,2013.0,9.0
6477,01 Sep 2014,tt3132738,2014-09-01,2014.0,9.0
6478,20 Aug 2013,tt3132754,2013-08-20,2013.0,8.0
6479,10 Sep 2013,tt3132836,2013-09-10,2013.0,9.0
6480,18 Jul 2013,tt3133208,2013-07-18,2013.0,7.0
6481,08 Sep 2014,tt3133386,2014-09-08,2014.0,9.0
