,YearMonth,Name,State,AvgTemp
4963,201608.0,BROOKSVILLE,FL,82.1
4964,201609.0,BROOKSVILLE,FL,81.1
4965,201610.0,BROOKSVILLE,FL,73.8
4966,201611.0,BROOKSVILLE,FL,M
4967,201612.0,BROOKSVILLE,FL,M
4968,201501.0,LEESBURG,FL,59.7
4969,201502.0,LEESBURG,FL,57.5
4970,201503.0,LEESBURG,FL,71.2
4971,201504.0,LEESBURG,FL,76.8
4972,201505.0,LEESBURG,FL,79.8
4973,201506.0,LEESBURG,FL,82.8
4974,201507.0,LEESBURG,FL,83.0
4975,201508.0,LEESBURG,FL,82.8
4976,201509.0,LEESBURG,FL,81.2
4977,201510.0,LEESBURG,FL,75.3
4978,201511.0,LEESBURG,FL,74.0
4979,201512.0,LEESBURG,FL,71.1
4980,201601.0,LEESBURG,FL,57.6
4981,201602.0,LEESBURG,FL,60.4
4982,201603.0,LEESBURG,FL,70.2
4983,201604.0,LEESBURG,FL,73.1
4984,201605.0,LEESBURG,FL,77.9
4985,201606.0,LEESBURG,FL,83.6
4986,201607.0,LEESBURG,FL,85.4
4987,201608.0,LEESBURG,FL,83.9
4988,201609.0,LEESBURG,FL,79.2
4989,201610.0,LEESBURG,FL,75.8
4990,201611.0,LEESBURG,FL,68.3
4991,201612.0,LEESBURG,FL,M
4992,201501.0,APALACHICOLA,FL,55.6
4993,201502.0,APALACHICOLA,FL,55.1
4994,201503.0,APALACHICOLA,FL,67.4
4995,201504.0,APALACHICOLA,FL,75.2
4996,201505.0,APALACHICOLA,FL,78.9
4997,201506.0,APALACHICOLA,FL,83.7
4998,201507.0,APALACHICOLA,FL,85.4
4999,201508.0,APALACHICOLA,FL,84.1
5000,201509.0,APALACHICOLA,FL,76.5
5001,201510.0,APALACHICOLA,FL,69.3
5002,201511.0,APALACHICOLA,FL,68.3
5003,201512.0,APALACHICOLA,FL,64.6
5004,201601.0,APALACHICOLA,FL,52.4
5005,201602.0,APALACHICOLA,FL,54.9
5006,201603.0,APALACHICOLA,FL,64.8
5007,201604.0,APALACHICOLA,FL,68.9
5008,201605.0,APALACHICOLA,FL,74.1
5009,201606.0,APALACHICOLA,FL,81.6
5010,201607.0,APALACHICOLA,FL,83.9
5011,201608.0,APALACHICOLA,FL,82.7
5012,201609.0,APALACHICOLA,FL,80.3
5013,201610.0,APALACHICOLA,FL,72.8
5014,201611.0,APALACHICOLA,FL,63.6
5015,201612.0,APALACHICOLA,FL,M
5016,201501.0,CROSS CITY,FL,54.8
5017,201502.0,CROSS CITY,FL,52.7
5018,201503.0,CROSS CITY,FL,68.2
5019,201504.0,CROSS CITY,FL,73.8
5020,201505.0,CROSS CITY,FL,77.3
5021,201506.0,CROSS CITY,FL,82.1
5022,201507.0,CROSS CITY,FL,83.1
5023,201508.0,CROSS CITY,FL,83.1
5024,201509.0,CROSS CITY,FL,80.1
5025,201510.0,CROSS CITY,FL,73.5
5026,201511.0,CROSS CITY,FL,70.3
5027,201512.0,CROSS CITY,FL,68.0
5028,201601.0,CROSS CITY,FL,53.1
5029,201602.0,CROSS CITY,FL,56.5
5030,201603.0,CROSS CITY,FL,66.8
5031,201604.0,CROSS CITY,FL,70.3
5032,201605.0,CROSS CITY,FL,75.7
5033,201606.0,CROSS CITY,FL,82.6
5034,201607.0,CROSS CITY,FL,84.3
5035,201608.0,CROSS CITY,FL,M
5036,201609.0,CROSS CITY,FL,M
5037,201610.0,CROSS CITY,FL,M
5038,201611.0,CROSS CITY,FL,M
5039,201612.0,CROSS CITY,FL,M
5040,201501.0,DAYTONA BEACH,FL,59.4
5041,201502.0,DAYTONA BEACH,FL,57.8
5042,201503.0,DAYTONA BEACH,FL,69.7
5043,201504.0,DAYTONA BEACH,FL,75.3
5044,201505.0,DAYTONA BEACH,FL,76.6
5045,201506.0,DAYTONA BEACH,FL,81.3
5046,201507.0,DAYTONA BEACH,FL,82.4
5047,201508.0,DAYTONA BEACH,FL,82.1
5048,201509.0,DAYTONA BEACH,FL,80.3
5049,201510.0,DAYTONA BEACH,FL,74.9
5050,201511.0,DAYTONA BEACH,FL,74.1
5051,201512.0,DAYTONA BEACH,FL,70.6
5052,201601.0,DAYTONA BEACH,FL,57.5
5053,201602.0,DAYTONA BEACH,FL,59.6
5054,201603.0,DAYTONA BEACH,FL,69.1
5055,201604.0,DAYTONA BEACH,FL,71.3
5056,201605.0,DAYTONA BEACH,FL,75.7
5057,201606.0,DAYTONA BEACH,FL,81.5
5058,201607.0,DAYTONA BEACH,FL,84.1
5059,201608.0,DAYTONA BEACH,FL,83.8
5060,201609.0,DAYTONA BEACH,FL,80.8
5061,201610.0,DAYTONA BEACH,FL,75.3
5062,201611.0,DAYTONA BEACH,FL,67.1
5063,201612.0,DAYTONA BEACH,FL,M
5064,201501.0,FORT MYERS,FL,66.2
5065,201502.0,FORT MYERS,FL,63.4
5066,201503.0,FORT MYERS,FL,74.7
5067,201504.0,FORT MYERS,FL,78.8
5068,201505.0,FORT MYERS,FL,80.2
5069,201506.0,FORT MYERS,FL,82.7
5070,201507.0,FORT MYERS,FL,82.6
5071,201508.0,FORT MYERS,FL,83.3
5072,201509.0,FORT MYERS,FL,82.2
5073,201510.0,FORT MYERS,FL,78.6
5074,201511.0,FORT MYERS,FL,76.7
5075,201512.0,FORT MYERS,FL,73.7
5076,201601.0,FORT MYERS,FL,62.9
5077,201602.0,FORT MYERS,FL,64.1
5078,201603.0,FORT MYERS,FL,72.3
5079,201604.0,FORT MYERS,FL,74.9
5080,201605.0,FORT MYERS,FL,78.9
5081,201606.0,FORT MYERS,FL,82.9
5082,201607.0,FORT MYERS,FL,84.5
5083,201608.0,FORT MYERS,FL,83.9
5084,201609.0,FORT MYERS,FL,83.0
5085,201610.0,FORT MYERS,FL,78.3
5086,201611.0,FORT MYERS,FL,69.2
5087,201612.0,FORT MYERS,FL,M
5088,201501.0,KEY WEST,FL,72.2
5089,201502.0,KEY WEST,FL,68.5
5090,201503.0,KEY WEST,FL,76.9
5091,201504.0,KEY WEST,FL,80.4
5092,201505.0,KEY WEST,FL,81.4
5093,201506.0,KEY WEST,FL,83.8
5094,201507.0,KEY WEST,FL,85.8
5095,201508.0,KEY WEST,FL,85.8
5096,201509.0,KEY WEST,FL,84.9
5097,201510.0,KEY WEST,FL,81.9
5098,201511.0,KEY WEST,FL,79.5
5099,201512.0,KEY WEST,FL,M
5100,201601.0,KEY WEST,FL,68.0
5101,201602.0,KEY WEST,FL,69.6
5102,201603.0,KEY WEST,FL,75.3
5103,201604.0,KEY WEST,FL,77.0
5104,201605.0,KEY WEST,FL,80.0
5105,201606.0,KEY WEST,FL,83.8
5106,201607.0,KEY WEST,FL,85.3
5107,201608.0,KEY WEST,FL,84.5
5108,201609.0,KEY WEST,FL,83.9
5109,201610.0,KEY WEST,FL,81.7
5110,201611.0,KEY WEST,FL,76.6
5111,201612.0,KEY WEST,FL,M
5112,201501.0,MELBOURNE,FL,62.9
5113,201502.0,MELBOURNE,FL,60.8
5114,201503.0,MELBOURNE,FL,72.0
5115,201504.0,MELBOURNE,FL,77.1
5116,201505.0,MELBOURNE,FL,77.8
5117,201506.0,MELBOURNE,FL,81.1
5118,201507.0,MELBOURNE,FL,81.5
5119,201508.0,MELBOURNE,FL,82.1
5120,201509.0,MELBOURNE,FL,81.2
5121,201510.0,MELBOURNE,FL,78.0
5122,201511.0,MELBOURNE,FL,75.4
5123,201512.0,MELBOURNE,FL,73.8
5124,201601.0,MELBOURNE,FL,60.5
5125,201602.0,MELBOURNE,FL,62.0
5126,201603.0,MELBOURNE,FL,72.1
5127,201604.0,MELBOURNE,FL,72.5
5128,201605.0,MELBOURNE,FL,76.5
5129,201606.0,MELBOURNE,FL,81.8
5130,201607.0,MELBOURNE,FL,84.5
5131,201608.0,MELBOURNE,FL,83.9
5132,201609.0,MELBOURNE,FL,81.8
5133,201610.0,MELBOURNE,FL,77.6
5134,201611.0,MELBOURNE,FL,69.9
5135,201612.0,MELBOURNE,FL,M
5136,201501.0,MIAMI,FL,70.9
5137,201502.0,MIAMI,FL,68.4
5138,201503.0,MIAMI,FL,76.8
5139,201504.0,MIAMI,FL,80.4
5140,201505.0,MIAMI,FL,81.0
5141,201506.0,MIAMI,FL,83.7
5142,201507.0,MIAMI,FL,84.6
5143,201508.0,MIAMI,FL,84.8
5144,201509.0,MIAMI,FL,83.3
5145,201510.0,MIAMI,FL,80.5
5146,201511.0,MIAMI,FL,78.4
5147,201512.0,MIAMI,FL,77.2
5148,201601.0,MIAMI,FL,67.4
5149,201602.0,MIAMI,FL,68.5
5150,201603.0,MIAMI,FL,76.5
5151,201604.0,MIAMI,FL,76.9
5152,201605.0,MIAMI,FL,80.0
5153,201606.0,MIAMI,FL,83.5
5154,201607.0,MIAMI,FL,84.8
5155,201608.0,MIAMI,FL,83.8
5156,201609.0,MIAMI,FL,82.6
5157,201610.0,MIAMI,FL,80.3
5158,201611.0,MIAMI,FL,74.6
5159,201612.0,MIAMI,FL,M
5162,201503.0,ORLANDO,FL,72.8
5163,201504.0,ORLANDO,FL,77.5
5164,201505.0,ORLANDO,FL,79.6
5165,201506.0,ORLANDO,FL,82.2
5166,201507.0,ORLANDO,FL,83.9
5167,201508.0,ORLANDO,FL,83.5
5168,201509.0,ORLANDO,FL,82.1
5169,201510.0,ORLANDO,FL,76.3
5170,201511.0,ORLANDO,FL,75.6
5171,201512.0,ORLANDO,FL,72.7
5172,201601.0,ORLANDO,FL,60.2
5173,201602.0,ORLANDO,FL,62.9
5174,201603.0,ORLANDO,FL,73.0
5175,201604.0,ORLANDO,FL,75.2
5176,201605.0,ORLANDO,FL,79.5
5177,201606.0,ORLANDO,FL,83.9
5178,201607.0,ORLANDO,FL,85.3
5179,201608.0,ORLANDO,FL,83.7
5180,201609.0,ORLANDO,FL,82.4
5181,201610.0,ORLANDO,FL,76.9
5182,201611.0,ORLANDO,FL,69.6
5184,201501.0,TAMPA,FL,62.4
5185,201502.0,TAMPA,FL,59.7
5186,201503.0,TAMPA,FL,73.0
5187,201504.0,TAMPA,FL,78.0
5188,201505.0,TAMPA,FL,80.5
5189,201506.0,TAMPA,FL,82.9
5190,201507.0,TAMPA,FL,83.2
5191,201508.0,TAMPA,FL,83.1
5192,201509.0,TAMPA,FL,82.8
5193,201510.0,TAMPA,FL,78.0
5194,201511.0,TAMPA,FL,75.8
5195,201512.0,TAMPA,FL,73.4
5196,201601.0,TAMPA,FL,60.2
5197,201602.0,TAMPA,FL,62.1
5198,201603.0,TAMPA,FL,71.2
5199,201604.0,TAMPA,FL,74.6
5200,201605.0,TAMPA,FL,78.8
5201,201606.0,TAMPA,FL,83.1
5202,201607.0,TAMPA,FL,84.9
5203,201608.0,TAMPA,FL,83.8
5204,201609.0,TAMPA,FL,83.8
5205,201610.0,TAMPA,FL,78.3
5206,201611.0,TAMPA,FL,71.1
5207,201612.0,TAMPA,FL,M
5208,201501.0,VERO BEACH,FL,64.3
5209,201502.0,VERO BEACH,FL,61.8
5210,201503.0,VERO BEACH,FL,72.2
5211,201504.0,VERO BEACH,FL,76.9
5212,201505.0,VERO BEACH,FL,78.3
5213,201506.0,VERO BEACH,FL,81.9
5214,201507.0,VERO BEACH,FL,83.0
5215,201508.0,VERO BEACH,FL,83.0
5216,201509.0,VERO BEACH,FL,82.1
5217,201510.0,VERO BEACH,FL,78.6
5218,201511.0,VERO BEACH,FL,77.5
5219,201512.0,VERO BEACH,FL,74.1
5220,201601.0,VERO BEACH,FL,61.3
5221,201602.0,VERO BEACH,FL,62.6
5222,201603.0,VERO BEACH,FL,72.0
5223,201604.0,VERO BEACH,FL,72.0
5224,201605.0,VERO BEACH,FL,76.8
5225,201606.0,VERO BEACH,FL,82.2
5226,201607.0,VERO BEACH,FL,83.4
5227,201608.0,VERO BEACH,FL,83.0
5228,201609.0,VERO BEACH,FL,82.3
5229,201610.0,VERO BEACH,FL,78.1
5230,201611.0,VERO BEACH,FL,69.3
5231,201612.0,VERO BEACH,FL,M
5232,201501.0,WEST PALM BEACH,FL,69.1
5233,201502.0,WEST PALM BEACH,FL,66.9
5234,201503.0,WEST PALM BEACH,FL,76.0
5235,201504.0,WEST PALM BEACH,FL,79.2
5236,201505.0,WEST PALM BEACH,FL,79.9
5237,201506.0,WEST PALM BEACH,FL,82.7
5238,201507.0,WEST PALM BEACH,FL,83.5
5239,201508.0,WEST PALM BEACH,FL,83.0
5240,201509.0,WEST PALM BEACH,FL,81.9
5241,201510.0,WEST PALM BEACH,FL,79.3
5242,201511.0,WEST PALM BEACH,FL,78.2
5243,201512.0,WEST PALM BEACH,FL,76.3
5244,201601.0,WEST PALM BEACH,FL,60.7
5245,201602.0,WEST PALM BEACH,FL,66.5
5246,201603.0,WEST PALM BEACH,FL,74.8
5247,201604.0,WEST PALM BEACH,FL,75.8
5248,201605.0,WEST PALM BEACH,FL,78.7
5249,201606.0,WEST PALM BEACH,FL,83.1
5250,201607.0,WEST PALM BEACH,FL,86.3
5251,201608.0,WEST PALM BEACH,FL,85.0
5252,201609.0,WEST PALM BEACH,FL,83.3
5253,201610.0,WEST PALM BEACH,FL,80.2
5254,201611.0,WEST PALM BEACH,FL,72.9
5255,201612.0,WEST PALM BEACH,FL,M
5256,201501.0,FORT LAUDERDALE,FL,69.3
5257,201502.0,FORT LAUDERDALE,FL,67.2
5258,201503.0,FORT LAUDERDALE,FL,75.4
5259,201504.0,FORT LAUDERDALE,FL,79.8
5260,201505.0,FORT LAUDERDALE,FL,80.2
5261,201506.0,FORT LAUDERDALE,FL,83.4
5262,201507.0,FORT LAUDERDALE,FL,84.9
5263,201508.0,FORT LAUDERDALE,FL,84.6
5264,201509.0,FORT LAUDERDALE,FL,82.8
5265,201510.0,FORT LAUDERDALE,FL,80.8
5266,201511.0,FORT LAUDERDALE,FL,78.9
5267,201512.0,FORT LAUDERDALE,FL,77.2
5268,201601.0,FORT LAUDERDALE,FL,67.3
5269,201602.0,FORT LAUDERDALE,FL,68.1
5270,201603.0,FORT LAUDERDALE,FL,75.1
5271,201604.0,FORT LAUDERDALE,FL,77.0
5272,201605.0,FORT LAUDERDALE,FL,79.9
5273,201606.0,FORT LAUDERDALE,FL,83.5
5274,201607.0,FORT LAUDERDALE,FL,85.2
5275,201608.0,FORT LAUDERDALE,FL,83.8
5276,201609.0,FORT LAUDERDALE,FL,83.0
5277,201610.0,FORT LAUDERDALE,FL,80.1
5278,201611.0,FORT LAUDERDALE,FL,74.8
5279,201612.0,FORT LAUDERDALE,FL,M
5280,201501.0,KEY WEST,FL,72.4
5281,201502.0,KEY WEST,FL,69.5
5282,201503.0,KEY WEST,FL,77.3
5283,201504.0,KEY WEST,FL,80.9
5284,201505.0,KEY WEST,FL,81.6
5285,201506.0,KEY WEST,FL,83.9
5286,201507.0,KEY WEST,FL,85.9
5287,201508.0,KEY WEST,FL,85.9
5288,201509.0,KEY WEST,FL,85.0
5289,201510.0,KEY WEST,FL,82.5
5290,201511.0,KEY WEST,FL,M
5291,201512.0,KEY WEST,FL,78.9
5292,201601.0,KEY WEST,FL,69.4
5293,201602.0,KEY WEST,FL,69.1
5294,201603.0,KEY WEST,FL,76.4
5295,201604.0,KEY WEST,FL,78.3
5296,201605.0,KEY WEST,FL,81.1
5297,201606.0,KEY WEST,FL,84.0
5298,201607.0,KEY WEST,FL,85.4
5299,201608.0,KEY WEST,FL,M
5300,201609.0,KEY WEST,FL,83.7
5301,201610.0,KEY WEST,FL,81.1
5302,201611.0,KEY WEST,FL,76.3
5304,201501.0,ORLANDO,FL,60.7
5305,201502.0,ORLANDO,FL,59.2
5306,201503.0,ORLANDO,FL,71.5
5307,201504.0,ORLANDO,FL,76.8
5308,201505.0,ORLANDO,FL,78.9
5309,201506.0,ORLANDO,FL,82.8
5310,201507.0,ORLANDO,FL,84.0
5311,201508.0,ORLANDO,FL,83.2
5312,201509.0,ORLANDO,FL,81.5
5313,201510.0,ORLANDO,FL,75.8
5314,201511.0,ORLANDO,FL,74.6
5315,201512.0,ORLANDO,FL,71.8
5316,201601.0,ORLANDO,FL,58.4
5317,201602.0,ORLANDO,FL,60.8
5318,201603.0,ORLANDO,FL,70.6
5319,201604.0,ORLANDO,FL,72.4
5320,201605.0,ORLANDO,FL,77.7
5321,201606.0,ORLANDO,FL,83.5
5322,201607.0,ORLANDO,FL,86.2
5323,201608.0,ORLANDO,FL,84.4
5325,201610.0,ORLANDO,FL,76.1
5326,201611.0,ORLANDO,FL,68.3
5328,201501.0,SARASOTA/BRADENTON,FL,62.7
5329,201502.0,SARASOTA/BRADENTON,FL,59.8
5330,201503.0,SARASOTA/BRADENTON,FL,71.5
5331,201504.0,SARASOTA/BRADENTON,FL,75.9
5332,201505.0,SARASOTA/BRADENTON,FL,78.2
5333,201506.0,SARASOTA/BRADENTON,FL,81.5
5334,201507.0,SARASOTA/BRADENTON,FL,82.4
5335,201508.0,SARASOTA/BRADENTON,FL,82.6
5336,201509.0,SARASOTA/BRADENTON,FL,81.6
5337,201510.0,SARASOTA/BRADENTON,FL,77.1
5338,201511.0,SARASOTA/BRADENTON,FL,75.5
5339,201512.0,SARASOTA/BRADENTON,FL,72.9
5340,201601.0,SARASOTA/BRADENTON,FL,60.3
5341,201602.0,SARASOTA/BRADENTON,FL,61.7
5342,201603.0,SARASOTA/BRADENTON,FL,70.9
5343,201604.0,SARASOTA/BRADENTON,FL,74.0
5344,201605.0,SARASOTA/BRADENTON,FL,78.3
5345,201606.0,SARASOTA/BRADENTON,FL,83.5
5346,201607.0,SARASOTA/BRADENTON,FL,85.5
5347,201608.0,SARASOTA/BRADENTON,FL,84.7
5348,201609.0,SARASOTA/BRADENTON,FL,M
5349,201610.0,SARASOTA/BRADENTON,FL,78.9
5350,201611.0,SARASOTA/BRADENTON,FL,72.2
5351,201612.0,SARASOTA/BRADENTON,FL,M
5352,201501.0,ST PETERSBURG/CLEARWATER,FL,62.2
5353,201502.0,ST PETERSBURG/CLEARWATER,FL,59.8
5354,201503.0,ST PETERSBURG/CLEARWATER,FL,72.5
5355,201504.0,ST PETERSBURG/CLEARWATER,FL,77.7
5356,201505.0,ST PETERSBURG/CLEARWATER,FL,79.6
5357,201506.0,ST PETERSBURG/CLEARWATER,FL,83.1
5358,201507.0,ST PETERSBURG/CLEARWATER,FL,82.1
5359,201508.0,ST PETERSBURG/CLEARWATER,FL,83.0
5360,201509.0,ST PETERSBURG/CLEARWATER,FL,82.1
5361,201510.0,ST PETERSBURG/CLEARWATER,FL,77.3
5362,201511.0,ST PETERSBURG/CLEARWATER,FL,75.5
5363,201512.0,ST PETERSBURG/CLEARWATER,FL,73.1
5364,201601.0,ST PETERSBURG/CLEARWATER,FL,60.4
5365,201602.0,ST PETERSBURG/CLEARWATER,FL,62.1
5366,201603.0,ST PETERSBURG/CLEARWATER,FL,71.5
5367,201604.0,ST PETERSBURG/CLEARWATER,FL,74.3
5368,201605.0,ST PETERSBURG/CLEARWATER,FL,78.2
5369,201606.0,ST PETERSBURG/CLEARWATER,FL,83.4
5370,201607.0,ST PETERSBURG/CLEARWATER,FL,85.1
5371,201608.0,ST PETERSBURG/CLEARWATER,FL,84.0
5372,201609.0,ST PETERSBURG/CLEARWATER,FL,83.6
5373,201610.0,ST PETERSBURG/CLEARWATER,FL,78.2
5374,201611.0,ST PETERSBURG/CLEARWATER,FL,69.5
5375,201612.0,ST PETERSBURG/CLEARWATER,FL,M
5376,201501.0,WINTER HAVEN,FL,62.2
5377,201502.0,WINTER HAVEN,FL,60.4
5378,201503.0,WINTER HAVEN,FL,73.5
5379,201504.0,WINTER HAVEN,FL,78.6
5380,201505.0,WINTER HAVEN,FL,80.9
5381,201506.0,WINTER HAVEN,FL,83.6
5382,201507.0,WINTER HAVEN,FL,83.7
5383,201508.0,WINTER HAVEN,FL,82.7
5384,201509.0,WINTER HAVEN,FL,82.2
5385,201510.0,WINTER HAVEN,FL,76.8
5386,201511.0,WINTER HAVEN,FL,75.1
5387,201512.0,WINTER HAVEN,FL,72.4
5388,201601.0,WINTER HAVEN,FL,59.8
5389,201602.0,WINTER HAVEN,FL,61.5
5390,201603.0,WINTER HAVEN,FL,71.2
5391,201604.0,WINTER HAVEN,FL,73.4
5392,201605.0,WINTER HAVEN,FL,78.2
5393,201606.0,WINTER HAVEN,FL,83.4
5394,201607.0,WINTER HAVEN,FL,85.6
5395,201608.0,WINTER HAVEN,FL,84.1
5396,201609.0,WINTER HAVEN,FL,82.9
5397,201610.0,WINTER HAVEN,FL,77.1
5398,201611.0,WINTER HAVEN,FL,69.6
5399,201612.0,WINTER HAVEN,FL,M
5400,201501.0,MIAMI,FL,69.9
5401,201502.0,MIAMI,FL,66.9
5402,201503.0,MIAMI,FL,76.4
5403,201504.0,MIAMI,FL,79.9
5404,201505.0,MIAMI,FL,80.2
5405,201506.0,MIAMI,FL,83.4
5406,201507.0,MIAMI,FL,84.3
5408,201509.0,MIAMI,FL,83.7
5410,201511.0,MIAMI,FL,77.3
5411,201512.0,MIAMI,FL,77.8
5412,201601.0,MIAMI,FL,67.8
5413,201602.0,MIAMI,FL,68.6
5415,201604.0,MIAMI,FL,77.0
5416,201605.0,MIAMI,FL,80.3
5417,201606.0,MIAMI,FL,83.8
5418,201607.0,MIAMI,FL,85.2
5419,201608.0,MIAMI,FL,84.2
5420,201609.0,MIAMI,FL,83.4
5421,201610.0,MIAMI,FL,79.8
5422,201611.0,MIAMI,FL,74.9
5424,201501.0,LAKELAND,FL,M
5425,201502.0,LAKELAND,FL,M
5426,201503.0,LAKELAND,FL,M
5427,201504.0,LAKELAND,FL,M
5428,201505.0,LAKELAND,FL,M
5429,201506.0,LAKELAND,FL,M
5430,201507.0,LAKELAND,FL,M
5431,201508.0,LAKELAND,FL,M
5432,201509.0,LAKELAND,FL,M
5433,201510.0,LAKELAND,FL,M
5434,201511.0,LAKELAND,FL,M
5435,201512.0,LAKELAND,FL,M
5436,201601.0,LAKELAND,FL,M
5437,201602.0,LAKELAND,FL,M
5438,201603.0,LAKELAND,FL,M
5439,201604.0,LAKELAND,FL,M
5440,201605.0,LAKELAND,FL,M
5441,201606.0,LAKELAND,FL,M
5442,201607.0,LAKELAND,FL,M
5443,201608.0,LAKELAND,FL,M
5444,201609.0,LAKELAND,FL,M
5445,201610.0,LAKELAND,FL,M
5446,201611.0,LAKELAND,FL,M
5447,201612.0,LAKELAND,FL,M
5448,201501.0,FORT LAUDERDALE,FL,70.0
5449,201502.0,FORT LAUDERDALE,FL,67.6
5450,201503.0,FORT LAUDERDALE,FL,76.3
5451,201504.0,FORT LAUDERDALE,FL,80.1
5452,201505.0,FORT LAUDERDALE,FL,80.1
5453,201506.0,FORT LAUDERDALE,FL,83.0
5454,201507.0,FORT LAUDERDALE,FL,84.7
5455,201508.0,FORT LAUDERDALE,FL,84.7
5456,201509.0,FORT LAUDERDALE,FL,82.7
5457,201510.0,FORT LAUDERDALE,FL,81.1
5459,201512.0,FORT LAUDERDALE,FL,76.7
5460,201601.0,FORT LAUDERDALE,FL,66.0
5461,201602.0,FORT LAUDERDALE,FL,66.9
5462,201603.0,FORT LAUDERDALE,FL,75.0
5463,201604.0,FORT LAUDERDALE,FL,76.3
5464,201605.0,FORT LAUDERDALE,FL,79.2
5465,201606.0,FORT LAUDERDALE,FL,82.5
5466,201607.0,FORT LAUDERDALE,FL,84.4
5467,201608.0,FORT LAUDERDALE,FL,82.9
5468,201609.0,FORT LAUDERDALE,FL,82.8
5469,201610.0,FORT LAUDERDALE,FL,79.3
5470,201611.0,FORT LAUDERDALE,FL,73.9
5472,201501.0,MIAMI,FL,69.7
5473,201502.0,MIAMI,FL,67.0
5474,201503.0,MIAMI,FL,73.8
5475,201504.0,MIAMI,FL,78.9
5476,201505.0,MIAMI,FL,79.3
5477,201506.0,MIAMI,FL,82.1
5478,201507.0,MIAMI,FL,83.2
5479,201508.0,MIAMI,FL,83.3
5480,201509.0,MIAMI,FL,82.5
5481,201510.0,MIAMI,FL,81.8
5482,201511.0,MIAMI,FL,77.5
5483,201512.0,MIAMI,FL,75.6
5484,201601.0,MIAMI,FL,65.6
5485,201602.0,MIAMI,FL,66.4
5486,201603.0,MIAMI,FL,74.2
5487,201604.0,MIAMI,FL,75.3
5488,201605.0,MIAMI,FL,78.7
5489,201606.0,MIAMI,FL,82.9
5490,201607.0,MIAMI,FL,83.3
5491,201608.0,MIAMI,FL,83.2
5492,201609.0,MIAMI,FL,81.9
5493,201610.0,MIAMI,FL,79.4
5494,201611.0,MIAMI,FL,72.5
5496,201501.0,FORT MYERS,FL,65.8
5497,201502.0,FORT MYERS,FL,62.7
5498,201503.0,FORT MYERS,FL,73.9
5499,201504.0,FORT MYERS,FL,77.9
5500,201505.0,FORT MYERS,FL,79.4
5501,201506.0,FORT MYERS,FL,82.1
5502,201507.0,FORT MYERS,FL,82.2
5503,201508.0,FORT MYERS,FL,83.8
5504,201509.0,FORT MYERS,FL,83.3
5505,201510.0,FORT MYERS,FL,79.6
5506,201511.0,FORT MYERS,FL,77.8
5507,201512.0,FORT MYERS,FL,75.2
5508,201601.0,FORT MYERS,FL,63.9
5509,201602.0,FORT MYERS,FL,65.0
5510,201603.0,FORT MYERS,FL,72.8
5511,201604.0,FORT MYERS,FL,74.8
5512,201605.0,FORT MYERS,FL,78.6
5513,201606.0,FORT MYERS,FL,83.2
5514,201607.0,FORT MYERS,FL,85.1
5515,201608.0,FORT MYERS,FL,84.4
5516,201609.0,FORT MYERS,FL,83.4
5517,201610.0,FORT MYERS,FL,78.9
5518,201611.0,FORT MYERS,FL,71.9
5520,201501.0,FORT PIERCE,FL,64.1
5521,201502.0,FORT PIERCE,FL,61.6
5522,201503.0,FORT PIERCE,FL,71.8
5523,201504.0,FORT PIERCE,FL,76.4
5524,201505.0,FORT PIERCE,FL,77.2
5525,201506.0,FORT PIERCE,FL,80.4
5526,201507.0,FORT PIERCE,FL,82.1
5527,201508.0,FORT PIERCE,FL,82.2
5528,201509.0,FORT PIERCE,FL,81.3
5529,201510.0,FORT PIERCE,FL,77.2
5530,201511.0,FORT PIERCE,FL,75.7
5531,201512.0,FORT PIERCE,FL,73.4
5532,201601.0,FORT PIERCE,FL,60.6
5533,201602.0,FORT PIERCE,FL,61.5
5534,201603.0,FORT PIERCE,FL,70.6
5535,201604.0,FORT PIERCE,FL,70.7
5536,201605.0,FORT PIERCE,FL,74.5
5537,201606.0,FORT PIERCE,FL,80.9
5538,201607.0,FORT PIERCE,FL,82.6
5539,201608.0,FORT PIERCE,FL,82.3
5540,201609.0,FORT PIERCE,FL,81.2
5541,201610.0,FORT PIERCE,FL,77.8
5542,201611.0,FORT PIERCE,FL,69.5
5543,201612.0,FORT PIERCE,FL,M
5544,201501.0,MARATHON,FL,72.2
5545,201502.0,MARATHON,FL,69.3
5546,201503.0,MARATHON,FL,77.9
5547,201504.0,MARATHON,FL,82.1
5548,201505.0,MARATHON,FL,82.4
5549,201506.0,MARATHON,FL,85.0
5550,201507.0,MARATHON,FL,86.9
5551,201508.0,MARATHON,FL,87.0
5552,201509.0,MARATHON,FL,84.7
5553,201510.0,MARATHON,FL,82.5
5554,201511.0,MARATHON,FL,80.1
5555,201512.0,MARATHON,FL,77.5
5556,201601.0,MARATHON,FL,68.1
5557,201602.0,MARATHON,FL,69.6
5558,201603.0,MARATHON,FL,77.0
5559,201604.0,MARATHON,FL,78.7
5560,201605.0,MARATHON,FL,81.6
5561,201606.0,MARATHON,FL,84.5
5562,201607.0,MARATHON,FL,85.8
5563,201608.0,MARATHON,FL,84.7
5564,201609.0,MARATHON,FL,84.6
5565,201610.0,MARATHON,FL,80.8
5566,201611.0,MARATHON,FL,78.0
5567,201612.0,MARATHON,FL,M
5568,201501.0,NAPLES,FL,67.7
