,imdbID,Language,Genre,Awards,Awards_won,Awards_nominated,Prime_Awards_nominated,Oscar_Awards_nominated,Golden_Globe_Awards_nominated,BAFTA_Awards_nominated,Other_Awards,Prime_Awards_won,Oscar_Awards_won,Golden_Globe_Awards_won,BAFTA_Awards_won
0,tt0210930,Portuguese,Drama; History,1 win & 2 nominations.,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,tt0212513,English,Crime; Drama; Mystery,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,tt0235280,English,Action; Comedy,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,tt0240149,French,Comedy; Drama,3 wins & 2 nominations.,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,tt0243904,English,Drama,1 win & 1 nomination.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,tt0250224,English,Drama; Romance,5 nominations.,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,tt0254099,English,Comedy; Drama; Romance,2 wins & 5 nominations.,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,tt0258068,English; French; Vietnamese,Drama; History; Mystery,Nominated for 1 Oscar. Another 13 wins & 13 nominations.,13.0,14.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
8,tt0263017,Spanish,Comedy; Drama,5 wins & 4 nominations.,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,tt0272338,English,Comedy; Drama; Romance,Nominated for 1 Golden Globe. Another 14 wins & 34 nominations.,14.0,35.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0
10,tt0274768,German,Drama; Romance; Thriller,3 wins & 2 nominations.,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,tt0276639,Spanish,,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,tt0280030,English,Animation; Adventure; Family,5 nominations.,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,tt0280477,English,Crime; Drama; Romance,1 win & 2 nominations.,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,tt0281447,Portuguese,Comedy,22 wins & 44 nominations.,22.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,tt0281954,Spanish,Drama; Romance,1 win & 3 nominations.,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,tt0282171,English,Comedy; Sport,1 win & 8 nominations.,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,tt0283111,English,Comedy; Romance,2 nominations.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,tt0283941,German,Documentary,6 wins & 1 nomination.,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,tt0285331,English; Russian; German; Korean; Arabic; Spanish; Serbian; Mandarin,Action; Crime; Drama,Won 2 Golden Globes. Another 68 wins & 201 nominations.,70.0,201.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0
20,tt0285333,English; Bulgarian; Arabic; Cantonese; French; German; Hebrew; Hindi; Hungarian; Indonesian; Italian; Japanese; Portuguese; Romanian; Russian; Spanish; Thai; Ukrainian; Uzbek; Dutch,Action; Drama; Mystery,Won 1 Golden Globe. Another 31 wins & 143 nominations.,32.0,143.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0
21,tt0285351,English,Comedy; Romance,Nominated for 4 Primetime Emmys. Another 16 nominations.,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,tt0285356,English,Drama,3 wins & 2 nominations.,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,tt0286378,Portuguese,Action; Adventure; Drama,3 wins & 6 nominations.,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,tt0288739,Slovenian,,2 wins.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,tt0290015,German,Drama; Comedy; Romance,6 wins & 4 nominations.,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,tt0291502,English; Greek; Italian,Comedy; Romance,7 wins & 6 nominations.,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,tt0292414,English,Drama,9 wins & 30 nominations.,9.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,tt0292800,English,Animation; Comedy; Family,Won 1 Primetime Emmy. Another 1 win & 6 nominations.,2.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
29,tt0294362,English,Drama,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,tt0295297,English,Adventure; Family; Fantasy,Nominated for 3 BAFTA Film Awards. Another 11 wins & 39 nominations.,11.0,42.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0
31,tt0295613,English,Drama; Crime,6 nominations.,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,tt0296307,English,Comedy; Drama,1 win & 4 nominations.,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,tt0297181,English; Hungarian; Russian,Action; Adventure; Comedy,2 wins & 5 nominations.,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,tt0298130,English,Horror; Mystery,14 wins & 11 nominations.,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,tt0298617,English,Animation; Comedy,1 win & 1 nomination.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,tt0299547,English,Drama,1 win & 2 nominations.,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,tt0303421,Spanish,Comedy; Drama; Family,2 nominations.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,tt0303430,English,Documentary; History; War,3 wins & 3 nominations.,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,tt0303635,English,Drama; Family,Nominated for 1 Golden Globe. Another 2 wins & 14 nominations.,2.0,15.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
40,tt0304649,English,Short; Family; Fantasy,2 wins.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,tt0307716,English,Comedy,Nominated for 1 Primetime Emmy. Another 1 nomination.,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,tt0307734,English,Crime; Drama,3 wins & 1 nomination.,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,tt0309122,English,Adventure; Sci-Fi,1 win & 1 nomination.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,tt0309125,,Animation; Action; Comedy,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,tt0311087,,Documentary,2 wins.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,tt0313025,English,Family,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,tt0313038,English,Game-Show; Reality-TV; Romance,9 wins & 8 nominations.,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,tt0315722,English,,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,tt0316602,English,Documentary,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,tt0317842,Hebrew,Drama,15 wins & 4 nominations.,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,tt0318038,English,Drama; Short; Sci-Fi,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,tt0319935,English,Animation; Family,1 win & 1 nomination.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,tt0319938,English,Drama; Comedy,3 wins & 6 nominations.,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,tt0320808,English,Animation; Adventure; Comedy,8 wins & 8 nominations.,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,tt0320809,English,Comedy,2 nominations.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,tt0324681,English,Action; Adventure; Fantasy,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,tt0326731,Swedish,Short,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,tt0336052,English,Short,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,tt0336910,English,Comedy; Crime,2 wins.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,tt0337534,English,,1 win & 3 nominations.,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,tt0337714,English,Animation; Short; Comedy,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,tt0338434,English,Biography; Drama; War,4 nominations.,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,tt0340251,Portuguese,Short,4 wins.,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,tt0340427,English,,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,tt0344195,Portuguese,,15 nominations.,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,tt0346091,English,Documentary,2 wins.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,tt0351031,English,Drama; Romance,2 wins.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,tt0354262,English,Comedy,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,tt0360243,German,Talk-Show,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,tt0380083,German,Crime,7 wins & 7 nominations.,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,tt0383070,Spanish,News; Sport,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,tt0411465,English,Documentary,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,tt0439924,English,Comedy,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,tt0457440,English,Animation; Short; Comedy,1 win & 1 nomination.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,tt0472578,English,Reality-TV,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,tt0487835,Portuguese,Drama,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,tt0841930,Italian,Short; Comedy,2 wins.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,tt0896680,German,Crime,4 wins & 9 nominations.,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,tt1383715,English,Family; Music,1 win & 1 nomination.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,tt2777562,,Documentary,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,tt0167260,English; Quenya; Old English; Sindarin,Adventure; Drama; Fantasy,Won 11 Oscars. Another 174 wins & 113 nominations.,185.0,113.0,0.0,0.0,0.0,0.0,174.0,0.0,11.0,0.0,0.0
82,tt0191133,English,Comedy; Drama; Music,4 wins & 11 nominations.,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,tt0285823,English; Spanish,Action; Thriller,3 wins & 4 nominations.,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,tt0289944,English,Thriller,1 win & 5 nominations.,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,tt0306047,English,Comedy,2 wins & 2 nominations.,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,tt0314197,English; Spanish,Drama; Romance; Thriller,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,tt0317910,English,Documentary; Biography; History,Won 1 Oscar. Another 11 wins & 14 nominations.,12.0,14.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0
88,tt0320037,English,Comedy; Music; Talk-Show,Won 3 Primetime Emmys. Another 44 nominations.,3.0,44.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
89,tt0325258,English,Comedy,1 win & 1 nomination.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,tt0327437,English; Cantonese; French; German; Hindi; Turkish,Action; Adventure; Comedy,2 nominations.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,tt0328034,English,Comedy; Drama; Romance,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,tt0329575,English,Drama; History; Sport,Nominated for 7 Oscars. Another 6 wins & 36 nominations.,6.0,43.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
93,tt0332375,English,Comedy; Drama,1 win & 6 nominations.,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,tt0337639,English,Comedy,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,tt0338574,English,Comedy; Drama; Sci-Fi,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,tt0346947,Spanish,Comedy; Drama,2 wins.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,tt0348593,English,Comedy; Drama,2 wins & 7 nominations.,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,tt0348904,Spanish; Portuguese,Drama; History; Romance,14 wins & 22 nominations.,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,tt0353168,English,Documentary; Short,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,tt0354463,English,Short; Drama,1 win & 2 nominations.,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,tt0357388,English,Game-Show; Music; Reality-TV,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,tt0362404,English,Comedy,12 nominations.,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,tt0363307,English,Game-Show; Reality-TV,5 wins & 34 nominations.,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,tt0364146,English,Action; Drama,Nominated for 1 Primetime Emmy. Another 1 win & 2 nominations.,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
105,tt0365974,English,Comedy,9 nominations.,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,tt0367273,Portuguese,Comedy; Romance,8 nominations.,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,tt0367276,English,Comedy; Family,2 nominations.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,tt0367298,English,Drama,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,tt0367854,English,Horror,2 nominations.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,tt0368026,English,Comedy,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,tt0369910,English,Drama; Family,3 wins.,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,tt0372167,German,Drama,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,tt0373474,English,Crime; Drama; Mystery,1 win & 5 nominations.,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,tt0374360,Spanish,Romance,2 nominations.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,tt0374900,English,Comedy,10 wins & 22 nominations.,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,tt0377066,English,Family,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,tt0378194,English; Cantonese; Mandarin; Spanish,Action; Crime; Drama,Nominated for 2 Golden Globes. Another 21 wins & 72 nominations.,21.0,74.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0
118,tt0382395,Spanish,Documentary; News,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,tt0382898,Spanish; Basque; English; French,Documentary,2 wins & 3 nominations.,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,tt0383460,English; Somali,Documentary,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,tt0383846,Serbian,Comedy,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,tt0385373,German,Comedy,1 win & 2 nominations.,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,tt0385374,Spanish,News,2 wins & 1 nomination.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,tt0385664,English,Comedy; Horror; Musical,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,tt0385842,Spanish,Thriller,2 wins & 10 nominations.,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,tt0386907,English,Action; Drama; Thriller,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,tt0387541,English,Drama; Action; Adventure,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,tt0387564,English,Horror; Mystery; Thriller,8 wins & 10 nominations.,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,tt0387714,English,Animation; Drama; Family,2 wins & 5 nominations.,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,tt0388838,French; English; Cantonese,Drama; Music; Romance,2 wins & 8 nominations.,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,tt0389121,English,Biography; Drama; Mystery,2 wins & 2 nominations.,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,tt0390205,Korean,Drama; History,1 win & 1 nomination.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,tt0395378,English,Reality-TV,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,tt0395560,Portuguese; Spanish; French; English,Documentary,6 wins & 2 nominations.,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,tt0397756,English,Drama,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,tt0397800,English,Animation; Family,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,tt0398408,English,Comedy,3 nominations.,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,tt0398883,Italian,Crime; Drama; Romance,14 wins & 17 nominations.,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,tt0400973,Spanish,,3 wins & 7 nominations.,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,tt0401224,English; Arabic,Action; Drama; Thriller,2 nominations.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,tt0406960,English,Action; Sport,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,tt0413053,Portuguese; Russian,Drama; Crime,5 wins & 2 nominations.,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,tt0413527,English,Documentary,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,tt0415399,German,Action; Crime; Drama,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,tt0417737,Swiss German,Documentary,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,tt0418141,English,Animation; Comedy; Mystery,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,tt0420318,Polish,Comedy; Drama,13 wins & 7 nominations.,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,tt0424593,Catalan,Documentary; Comedy,1 win & 1 nomination.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,tt0425271,English,Comedy; Short,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,tt0426893,English,Adult,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,tt0428517,English,Adult; Drama; Horror,3 nominations.,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,tt0429149,English,Adult,3 nominations.,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,tt0429293,Spanish,Talk-Show,2 wins & 5 nominations.,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,tt0429301,Hebrew,Drama; Romance,2 wins.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,tt0432649,English,Reality-TV,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,tt0432967,German,Drama; Short,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,tt0433458,English,Adventure; Drama; Fantasy,2 nominations.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,tt0435926,Portuguese,Drama; Romance,1 win & 15 nominations.,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,tt0436374,Spanish; German,Drama; Horror; Mystery,1 win & 6 nominations.,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,tt0439341,English,Animation; Comedy; Family,1 win & 5 nominations.,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,tt0439342,English,Music,3 wins & 3 nominations.,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,tt0440788,English,Adult,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,tt0441970,Japanese; Russian; Mandarin,Drama; Romance; War,5 nominations.,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,tt0447435,English,Drama; Short,2 wins & 1 nomination.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,tt0447584,Portuguese,Comedy,6 wins & 6 nominations.,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,tt0448948,English,,1 win & 1 nomination.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,tt0455373,Spanish,Short,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,tt0465778,German,,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,tt0473394,English,Animation; Short; Comedy,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,tt0498109,,Short,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,tt0764672,Filipino; Tagalog,News,4 nominations.,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,tt0774034,English,Short; Drama,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,tt0784828,English; Icelandic,Documentary,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,tt0877538,German,Comedy,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,tt0910586,English,Documentary; History; War,2 wins & 2 nominations.,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,tt0956042,English; Zulu,Comedy,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,tt1182335,English,Documentary,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,tt1734537,English,Crime; Drama; Mystery,2 wins & 1 nomination.,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,tt4354698,English,Short; Music,1 win.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,tt0121766,English,Action; Adventure; Fantasy,Nominated for 1 Oscar. Another 25 wins & 51 nominations.,25.0,52.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
181,tt0216584,English,Comedy; Family,1 nomination.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,tt0229881,Portuguese,,8 wins & 20 nominations.,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,tt0257516,English,Comedy; Horror,2 nominations.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
